Customer_ID,Signup_Date,Plan_Type,Billing_Cycle,Tenure_Months,Monthly_Charges,Churn_Status,Churn_Reason,LTV,Region
CUST-20378,2025-02-18,Standard,Annual,19,38.21,Yes,Price,725.99,East
CUST-20379,2024-10-12,Premium,Monthly,1,77.65,No,N/A,77.65,East
CUST-20380,2025-02-13,Standard,Monthly,2,37.26,Yes,Competitor,74.52,North
CUST-20381,2025-02-15,Basic,Annual,0,14.44,No,N/A,0.0,West
CUST-20382,2024-07-13,Standard,Annual,1,37.39,Yes,Competitor,37.39,South
CUST-20383,2025-01-10,Premium,Monthly,4,77.43,Yes,Competitor,309.72,North
CUST-20384,2024-09-06,Premium,Monthly,16,75.38,No,N/A,1206.08,West
CUST-20385,2025-03-31,Standard,Monthly,10,37.6,No,N/A,376.0,South
CUST-20386,2024-04-19,Basic,Annual,13,15.4,No,N/A,200.2,East
CUST-20387,2024-01-29,Basic,Monthly,10,15.32,No,N/A,153.2,North
CUST-20389,2024-09-16,Standard,Monthly,18,40.72,No,N/A,732.96,South
CUST-20390,2024-06-19,Standard,Monthly,22,40.19,No,N/A,884.18,East
CUST-20391,2024-02-27,Basic,Monthly,4,14.68,Yes,Customer Support,58.72,South
CUST-20393,2025-02-27,Basic,Annual,10,15.15,No,N/A,151.5,East
CUST-20394,2025-05-02,Premium,Monthly,3,77.79,Yes,Price,233.37,West
CUST-20395,2025-03-19,Basic,Annual,18,15.07,Yes,Product Bug,271.26,West
CUST-20396,2025-04-01,Premium,Annual,19,78.57,No,N/A,1492.83,West
CUST-20397,2025-01-15,Premium,Annual,7,76.68,No,N/A,536.76,North
CUST-20399,2024-01-09,Premium,Annual,24,82.03,No,N/A,1968.72,South
CUST-20400,2025-04-08,Basic,Monthly,14,15.48,Yes,Competitor,216.72,East
CUST-21507,2024-04-17,Standard,Annual,3,38.02,Yes,Price,114.06,South
CUST-20401,2024-03-20,Basic,Annual,14,15.03,No,N/A,210.42,North
CUST-20402,2024-03-07,Basic,Annual,22,14.66,Yes,Product Bug,322.52,East
CUST-20403,2025-04-17,Standard,Monthly,8,38.49,No,N/A,307.92,North
CUST-20404,2024-06-12,Basic,Monthly,20,14.82,No,N/A,296.4,South
CUST-20405,2024-08-31,Standard,Monthly,17,37.12,Yes,Customer Support,631.04,North
CUST-20406,2024-06-21,Basic,Annual,9,14.98,No,N/A,134.82,South
CUST-20407,2024-05-12,Basic,Monthly,2,14.37,Yes,Price,28.74,West
CUST-20408,2024-04-18,Standard,Annual,6,38.12,No,N/A,228.72,North
CUST-20409,2024-08-26,Basic,Annual,18,14.57,No,N/A,262.26,South
CUST-20410,2024-06-25,Premium,Annual,18,77.46,No,N/A,1394.28,East
CUST-20411,2025-05-07,Basic,Annual,4,14.91,Yes,Price,59.64,North
CUST-20412,2024-02-09,Standard,Annual,6,38.21,No,N/A,229.26,North
CUST-20413,2024-12-08,Premium,Monthly,14,82.81,No,N/A,1159.34,West
CUST-20414,2024-12-12,Standard,Annual,8,37.13,Yes,Product Bug,297.04,North
CUST-20415,2024-12-28,Premium,Annual,4,79.72,Yes,Competitor,318.88,East
CUST-20416,2024-11-15,Standard,Annual,17,37.68,No,N/A,640.56,North
CUST-20417,2024-02-09,Standard,Monthly,19,40.13,No,N/A,762.47,West
CUST-20418,2024-11-28,Standard,Annual,10,40.18,No,N/A,401.8,South
CUST-20420,2024-05-16,Premium,Monthly,10,81.5,No,N/A,815.0,South
CUST-20421,2025-05-14,Premium,Annual,14,79.64,Yes,Product Bug,1114.96,West
CUST-20422,2024-01-17,Premium,Monthly,15,80.21,Yes,Competitor,1203.15,North
CUST-20423,2025-05-08,Premium,Annual,23,82.74,No,N/A,1903.02,North
CUST-20424,2024-01-09,Basic,Monthly,21,15.0,Yes,Competitor,315.0,West
CUST-20425,2025-02-16,Basic,Monthly,1,14.53,Yes,Customer Support,14.53,North
CUST-20426,2024-09-11,Premium,Monthly,19,78.33,No,N/A,1488.27,North
CUST-20427,2024-07-05,Premium,Monthly,9,78.06,Yes,Customer Support,702.54,East
CUST-20428,2024-07-05,Standard,Monthly,2,40.05,Yes,Customer Support,80.1,East
CUST-20430,2025-04-09,Standard,Annual,0,38.26,No,N/A,0.0,North
CUST-20431,2024-07-22,Premium,Annual,17,79.0,No,N/A,1343.0,South
CUST-20432,2024-07-29,Premium,Monthly,1,77.02,Yes,Price,77.02,East
CUST-21671,2024-05-03,Standard,Annual,7,39.0,No,N/A,273.0,North
CUST-20433,2025-05-12,Basic,Monthly,15,15.27,No,N/A,229.05,East
CUST-20434,2024-06-30,Standard,Monthly,11,37.72,Yes,Competitor,414.92,South
CUST-20435,2024-03-20,Premium,Annual,9,75.29,Yes,Price,677.61,West
CUST-20436,2024-10-16,Standard,Monthly,1,38.98,Yes,Price,38.98,North
CUST-20437,2024-10-24,Premium,Annual,16,80.71,No,N/A,1291.36,South
CUST-20438,2024-09-13,Basic,Annual,23,15.42,No,N/A,354.66,West
CUST-20440,2024-07-18,Standard,Monthly,19,40.68,Yes,Product Bug,772.92,East
CUST-20441,2024-04-18,Premium,Monthly,12,77.66,No,N/A,931.92,South
CUST-20442,2024-07-17,Premium,Monthly,9,75.55,No,N/A,679.95,West
CUST-20443,2025-04-24,Standard,Monthly,12,40.35,Yes,Customer Support,484.2,South
CUST-20444,2025-05-02,Premium,Annual,21,75.74,No,N/A,1590.54,East
CUST-20445,2024-04-27,Premium,Annual,23,78.34,Yes,No_Reason,1801.82,South
CUST-20446,2024-09-03,Premium,Monthly,13,80.07,No,N/A,1040.91,East
CUST-20448,2024-03-08,Basic,Monthly,6,15.58,Yes,Price,93.48,South
CUST-20449,2025-03-10,Premium,Annual,0,77.79,Yes,Competitor,0.0,West
CUST-20450,2025-04-04,Basic,Monthly,17,15.27,No,N/A,259.59,South
CUST-20451,2024-06-28,Standard,Annual,23,40.8,No,N/A,938.4,North
CUST-20452,2024-04-22,Standard,Monthly,23,39.47,Yes,Product Bug,907.81,West
CUST-20453,2024-04-29,Premium,Annual,12,75.32,No,N/A,903.84,North
CUST-20455,2025-03-26,Standard,Annual,22,40.92,No,N/A,900.24,East
CUST-20456,2024-03-13,Basic,Monthly,5,14.27,Yes,Competitor,71.35,North
CUST-20457,2024-07-20,Premium,Annual,11,82.74,No,N/A,910.14,East
CUST-20458,2024-10-01,Basic,Annual,22,14.72,No,N/A,323.84,North
CUST-20459,2025-02-10,Basic,Monthly,22,15.19,No,N/A,334.18,West
CUST-20460,2024-11-25,Standard,Annual,10,37.48,Yes,Product Bug,374.8,West
CUST-20461,2025-05-12,Standard,Annual,24,40.32,Yes,Customer Support,967.68,West
CUST-20462,2024-07-01,Premium,Monthly,21,77.58,No,N/A,1629.18,West
CUST-20463,2024-07-21,Standard,Annual,13,38.19,No,N/A,496.47,West
CUST-20464,2024-11-24,Premium,Monthly,18,81.57,Yes,Competitor,1468.26,North
CUST-20674,2024-11-09,Standard,Annual,22,39.93,No,N/A,878.46,North
CUST-20465,2024-03-08,Basic,Annual,11,14.73,No,N/A,162.03,East
CUST-20466,2025-02-11,Standard,Monthly,7,40.85,No,N/A,285.95,East
CUST-20467,2025-03-24,Standard,Monthly,9,38.78,No,N/A,349.02,North
CUST-20468,2024-03-06,Basic,Annual,8,15.27,Yes,Price,122.16,South
CUST-20470,2025-01-23,Basic,Annual,14,14.49,No,N/A,202.86,West
CUST-20471,2024-03-14,Basic,Monthly,5,14.52,No,N/A,72.6,West
CUST-20472,2025-01-24,Basic,Monthly,23,15.52,Yes,Competitor,356.96,South
CUST-20473,2024-10-31,Premium,Monthly,16,78.76,No,N/A,1260.16,West
CUST-20476,2024-05-02,Premium,Monthly,14,78.9,No,N/A,1104.6,South
CUST-20477,2025-01-04,Premium,Annual,11,79.27,No,N/A,871.97,South
CUST-20478,2025-02-24,Basic,Annual,3,15.61,Yes,Product Bug,46.83,East
CUST-20479,2025-05-09,Basic,Monthly,13,14.61,No,N/A,189.93,West
CUST-20480,2024-08-03,Basic,Monthly,6,14.29,Yes,Customer Support,85.74,North
CUST-20482,2024-04-30,Basic,Monthly,22,14.88,Yes,Competitor,327.36,South
CUST-21813,2024-06-25,Standard,Annual,5,39.15,Yes,Product Bug,195.75,South
CUST-20484,2024-02-04,Basic,Monthly,8,15.65,No,N/A,125.2,East
CUST-20485,2024-04-25,Premium,Monthly,22,81.07,Yes,No_Reason,1783.54,North
CUST-20486,2024-10-04,Basic,Monthly,20,15.05,Yes,No_Reason,301.0,North
CUST-20487,2025-04-25,Premium,Monthly,13,80.84,Yes,Competitor,1050.92,East
CUST-20488,2024-08-04,Standard,Monthly,5,39.5,No,N/A,197.5,East
CUST-20490,2024-09-16,Standard,Annual,15,38.22,No,N/A,573.3,North
CUST-20491,2024-12-02,Premium,Monthly,7,79.34,No,N/A,555.38,West
CUST-20492,2024-03-11,Basic,Annual,3,14.69,Yes,No_Reason,44.07,North
CUST-20493,2025-03-01,Standard,Annual,11,40.94,Yes,Price,450.34,West
CUST-20494,2025-03-05,Premium,Annual,3,81.62,No,N/A,244.86,North
CUST-20495,2025-03-29,Premium,Annual,18,78.07,No,N/A,1405.26,North
CUST-20496,2024-04-25,Basic,Annual,8,15.0,No,N/A,120.0,West
CUST-20497,2024-08-18,Standard,Monthly,20,37.65,No,N/A,753.0,East
CUST-20498,2025-03-28,Basic,Annual,6,15.41,No,N/A,92.46,East
CUST-20499,2024-12-16,Premium,Monthly,1,75.86,No,N/A,75.86,East
CUST-20501,2025-02-26,Premium,Annual,14,77.98,Yes,Competitor,1091.72,South
CUST-20502,2024-11-14,Basic,Monthly,3,14.65,Yes,Product Bug,43.95,South
CUST-20503,2024-11-20,Basic,Annual,22,14.96,No,N/A,329.12,North
CUST-20504,2024-02-01,Premium,Monthly,23,79.96,Yes,Competitor,1839.08,North
CUST-20505,2024-08-23,Standard,Monthly,16,37.8,No,N/A,604.8,South
CUST-20507,2025-04-25,Basic,Annual,23,14.35,No,N/A,330.05,South
CUST-20508,2024-10-19,Standard,Monthly,7,38.04,No,N/A,266.28,East
CUST-20509,2024-11-03,Standard,Monthly,22,40.33,Yes,Product Bug,887.26,East
CUST-20510,2024-11-15,Basic,Annual,12,14.76,Yes,Customer Support,177.12,East
CUST-20512,2025-02-10,Standard,Monthly,5,37.58,Yes,Product Bug,187.9,North
CUST-20513,2024-02-15,Premium,Monthly,0,76.88,Yes,Customer Support,0.0,West
CUST-20514,2024-09-04,Basic,Monthly,13,15.5,No,N/A,201.5,North
CUST-20515,2024-04-15,Basic,Monthly,6,15.31,No,N/A,91.86,North
CUST-20517,2024-07-15,Premium,Monthly,13,79.06,No,N/A,1027.78,West
CUST-20518,2025-05-02,Premium,Annual,11,79.89,No,N/A,878.79,North
CUST-20519,2024-05-26,Basic,Monthly,2,15.65,Yes,Price,31.3,North
CUST-20520,2025-03-10,Basic,Annual,13,15.57,Yes,No_Reason,202.41,East
CUST-20521,2025-05-15,Premium,Monthly,18,79.73,Yes,Customer Support,1435.14,West
CUST-20522,2024-07-02,Standard,Annual,10,40.45,No,N/A,404.5,South
CUST-20523,2024-07-27,Basic,Monthly,24,14.88,No,N/A,357.12,North
CUST-20524,2025-05-15,Basic,Monthly,2,14.84,Yes,Price,29.68,North
CUST-20525,2025-03-20,Standard,Annual,2,37.51,Yes,Competitor,75.02,South
CUST-20526,2025-04-26,Basic,Monthly,8,15.39,No,N/A,123.12,West
CUST-20527,2025-04-08,Premium,Monthly,14,82.06,No,N/A,1148.84,North
CUST-20528,2024-11-07,Standard,Monthly,18,39.62,No,N/A,713.16,East
CUST-20529,2024-09-08,Standard,Monthly,6,39.79,No,N/A,238.74,South
CUST-20530,2024-05-02,Premium,Monthly,5,76.21,Yes,Product Bug,381.05,South
CUST-20531,2024-02-26,Basic,Annual,22,14.47,No,N/A,318.34,North
CUST-20532,2024-01-19,Standard,Monthly,12,39.43,Yes,Competitor,473.16,North
CUST-20533,2024-07-10,Standard,Monthly,11,37.62,Yes,Customer Support,413.82,South
CUST-20534,2024-12-29,Standard,Monthly,20,39.15,No,N/A,783.0,North
CUST-20535,2024-10-16,Basic,Annual,14,14.52,No,N/A,203.28,North
CUST-20536,2024-05-29,Standard,Monthly,20,37.87,Yes,Competitor,757.4,North
CUST-20537,2025-03-11,Basic,Annual,19,15.74,No,N/A,299.06,North
CUST-20538,2024-11-27,Standard,Annual,10,39.69,No,N/A,396.9,South
CUST-20539,2024-07-13,Standard,Monthly,3,37.41,Yes,Competitor,112.23,North
CUST-20540,2024-04-15,Premium,Monthly,23,81.17,No,N/A,1866.91,South
CUST-20541,2024-04-20,Standard,Monthly,19,37.19,No,N/A,706.61,East
CUST-21926,2025-05-14,Standard,Monthly,15,40.21,Yes,Competitor,603.15,South
CUST-20542,2025-01-09,Standard,Annual,23,37.53,No,N/A,863.19,North
CUST-20543,2024-05-02,Premium,Monthly,12,77.56,No,N/A,930.72,South
CUST-20546,2025-02-26,Basic,Annual,24,15.09,No,N/A,362.16,West
CUST-20547,2025-01-05,Premium,Monthly,1,76.5,No,N/A,76.5,North
CUST-20548,2024-09-10,Basic,Monthly,24,15.31,No,N/A,367.44,East
CUST-20550,2024-05-02,Premium,Monthly,22,79.28,No,N/A,1744.16,East
CUST-20551,2024-10-11,Basic,Annual,18,14.56,Yes,Competitor,262.08,East
CUST-20552,2024-03-29,Basic,Monthly,1,14.47,Yes,Competitor,14.47,West
CUST-20553,2024-08-21,Basic,Annual,12,15.17,Yes,No_Reason,182.04,East
CUST-20554,2024-01-17,Premium,Monthly,10,76.17,Yes,Price,761.7,North
CUST-20555,2024-10-07,Basic,Annual,14,14.51,No,N/A,203.14,South
CUST-20556,2024-12-18,Standard,Monthly,16,39.85,Yes,Product Bug,637.6,South
CUST-21778,2024-03-07,Premium,Annual,4,81.8,No,N/A,327.2,East
CUST-20557,2024-02-11,Standard,Monthly,23,38.93,Yes,Customer Support,895.39,South
CUST-20558,2024-01-19,Premium,Annual,7,77.58,Yes,Price,543.06,East
CUST-21193,2024-10-21,Basic,Monthly,5,14.52,Yes,Product Bug,72.6,South
CUST-20559,2024-04-25,Premium,Monthly,13,77.96,No,N/A,1013.48,West
CUST-20560,2024-09-28,Premium,Monthly,13,81.94,No,N/A,1065.22,West
CUST-20562,2024-05-02,Standard,Annual,19,38.67,No,N/A,734.73,East
CUST-20563,2025-05-07,Premium,Monthly,17,75.61,No,N/A,1285.37,South
CUST-20564,2024-02-16,Premium,Monthly,9,76.06,No,N/A,684.54,East
CUST-20565,2024-08-29,Basic,Monthly,9,15.27,No,N/A,137.43,East
CUST-20566,2024-01-27,Basic,Monthly,16,15.19,Yes,No_Reason,243.04,East
CUST-20567,2024-07-21,Premium,Annual,21,77.39,No,N/A,1625.19,North
CUST-20568,2025-01-04,Standard,Annual,4,37.39,No,N/A,149.56,South
CUST-20569,2025-03-18,Standard,Monthly,24,38.02,Yes,Price,912.48,West
CUST-20570,2024-04-03,Standard,Annual,9,37.16,No,N/A,334.44,West
CUST-20571,2024-09-27,Basic,Annual,15,15.43,No,N/A,231.45,East
CUST-20572,2024-10-27,Premium,Annual,6,79.85,Yes,Product Bug,479.1,South
CUST-20573,2025-04-15,Standard,Monthly,21,37.15,Yes,Competitor,780.15,South
CUST-20574,2024-03-07,Basic,Annual,14,15.37,No,N/A,215.18,South
CUST-20575,2024-12-20,Basic,Annual,17,14.52,No,N/A,246.84,West
CUST-20576,2024-10-31,Basic,Monthly,19,14.68,Yes,Customer Support,278.92,East
CUST-20577,2025-03-03,Basic,Annual,8,15.7,No,N/A,125.6,North
CUST-20578,2024-03-31,Standard,Monthly,13,38.44,Yes,Price,499.72,South
CUST-20579,2024-08-09,Standard,Monthly,18,39.0,No,N/A,702.0,West
CUST-20580,2024-03-12,Basic,Annual,15,14.34,No,N/A,215.1,West
CUST-20581,2024-07-17,Standard,Annual,15,39.0,No,N/A,585.0,South
CUST-20582,2024-05-01,Premium,Monthly,10,82.9,Yes,Price,829.0,East
CUST-20583,2025-01-11,Standard,Annual,18,40.15,No,N/A,722.7,South
CUST-20584,2024-12-28,Standard,Monthly,23,40.71,Yes,Price,936.33,North
CUST-20585,2024-10-22,Basic,Annual,5,15.36,Yes,Price,76.8,East
CUST-20586,2024-03-15,Basic,Monthly,21,14.5,No,N/A,304.5,East
CUST-20587,2024-02-12,Premium,Monthly,21,80.67,Yes,Customer Support,1694.07,South
CUST-20588,2024-05-30,Premium,Annual,9,78.43,No,N/A,705.87,West
CUST-20591,2025-04-28,Basic,Monthly,15,14.29,No,N/A,214.35,West
CUST-20593,2024-04-28,Premium,Annual,20,80.07,No,N/A,1601.4,West
CUST-20594,2024-07-17,Basic,Monthly,1,15.2,No,N/A,15.2,West
CUST-20595,2025-03-21,Standard,Monthly,19,39.89,No,N/A,757.91,North
CUST-20596,2024-03-11,Basic,Annual,8,14.82,No,N/A,118.56,South
CUST-20598,2024-11-18,Premium,Monthly,23,77.38,No,N/A,1779.74,East
CUST-20599,2024-03-19,Premium,Annual,13,82.31,No,N/A,1070.03,South
CUST-20600,2024-03-05,Standard,Annual,14,38.08,No,N/A,533.12,West
CUST-20601,2025-02-01,Standard,Annual,21,38.98,Yes,No_Reason,818.58,West
CUST-20602,2024-04-16,Standard,Monthly,0,38.42,Yes,No_Reason,0.0,West
CUST-20603,2024-09-20,Basic,Monthly,19,14.44,Yes,No_Reason,274.36,East
CUST-20604,2024-06-19,Standard,Annual,24,40.41,No,N/A,969.84,North
CUST-20606,2024-05-26,Basic,Monthly,6,14.3,No,N/A,85.8,North
CUST-20607,2025-02-17,Basic,Annual,11,14.64,Yes,Competitor,161.04,South
CUST-20608,2024-12-23,Premium,Monthly,20,77.93,No,N/A,1558.6,West
CUST-20610,2025-05-05,Premium,Monthly,15,81.09,No,N/A,1216.35,East
CUST-20611,2024-12-31,Standard,Annual,14,38.27,No,N/A,535.78,West
CUST-20612,2025-02-10,Basic,Monthly,6,15.42,No,N/A,92.52,West
CUST-20613,2024-05-31,Standard,Annual,13,37.12,No,N/A,482.56,East
CUST-20614,2024-11-30,Basic,Monthly,18,14.85,Yes,Competitor,267.3,West
CUST-20615,2024-08-03,Basic,Monthly,22,14.97,No,N/A,329.34,West
CUST-20618,2025-03-16,Standard,Monthly,20,40.93,No,N/A,818.6,East
CUST-20619,2024-01-25,Standard,Annual,7,40.03,No,N/A,280.21,South
CUST-20620,2025-01-03,Basic,Annual,7,14.45,No,N/A,101.15,South
CUST-20621,2024-08-26,Basic,Monthly,13,14.7,No,N/A,191.1,North
CUST-20622,2024-01-01,Standard,Monthly,23,37.79,No,N/A,869.17,West
CUST-20623,2024-09-10,Basic,Monthly,20,14.85,No,N/A,297.0,South
CUST-20625,2025-01-09,Premium,Monthly,21,77.98,No,N/A,1637.58,South
CUST-20626,2025-01-13,Standard,Monthly,7,38.12,No,N/A,266.84,North
CUST-20627,2024-08-06,Standard,Annual,0,38.76,No,N/A,0.0,East
CUST-20628,2024-05-23,Premium,Annual,8,82.04,Yes,No_Reason,656.32,East
CUST-20629,2024-02-17,Premium,Annual,7,79.25,Yes,Price,554.75,East
CUST-20630,2024-04-05,Premium,Annual,7,80.02,No,N/A,560.14,North
CUST-20631,2024-12-22,Premium,Annual,16,82.01,No,N/A,1312.16,South
CUST-20632,2024-12-05,Basic,Annual,5,15.68,Yes,Price,78.4,South
CUST-20633,2025-03-02,Basic,Annual,23,15.02,Yes,Price,345.46,North
CUST-20634,2024-04-27,Premium,Monthly,5,78.74,No,N/A,393.7,West
CUST-20635,2024-03-25,Standard,Annual,2,40.46,Yes,Product Bug,80.92,South
CUST-20636,2025-04-15,Premium,Monthly,7,82.86,No,N/A,580.02,North
CUST-20638,2025-02-21,Premium,Monthly,20,77.1,No,N/A,1542.0,West
CUST-20639,2024-04-19,Premium,Monthly,9,82.19,No,N/A,739.71,West
CUST-20640,2024-03-01,Basic,Annual,8,15.32,No,N/A,122.56,West
CUST-20641,2024-04-16,Standard,Annual,7,37.81,Yes,Price,264.67,South
CUST-20642,2024-05-04,Standard,Monthly,22,39.27,No,N/A,863.94,West
CUST-20643,2024-06-04,Premium,Annual,2,79.05,Yes,Product Bug,158.1,East
CUST-20644,2024-06-26,Basic,Annual,16,15.64,No,N/A,250.24,West
CUST-20645,2024-09-03,Standard,Monthly,7,37.76,No,N/A,264.32,East
CUST-20647,2024-12-02,Basic,Monthly,10,14.26,No,N/A,142.6,North
CUST-20648,2025-04-03,Standard,Annual,9,38.07,Yes,Customer Support,342.63,North
CUST-20649,2024-06-25,Standard,Annual,12,38.51,No,N/A,462.12,South
CUST-20650,2024-10-03,Basic,Monthly,6,15.39,Yes,Competitor,92.34,East
CUST-20652,2025-03-31,Basic,Annual,24,14.94,No,N/A,358.56,West
CUST-20653,2024-09-30,Standard,Monthly,18,40.95,Yes,Competitor,737.1,East
CUST-20654,2025-01-25,Premium,Annual,13,80.85,No,N/A,1051.05,North
CUST-20655,2024-10-24,Basic,Annual,17,14.61,Yes,Price,248.37,South
CUST-20656,2024-02-11,Basic,Monthly,3,14.25,Yes,Customer Support,42.75,North
CUST-20657,2024-10-10,Standard,Annual,6,38.68,No,N/A,232.08,East
CUST-20658,2024-10-01,Premium,Annual,9,80.27,No,N/A,722.43,West
CUST-20659,2024-12-09,Premium,Annual,23,78.2,Yes,Competitor,1798.6,North
CUST-20660,2024-04-29,Premium,Monthly,19,79.47,No,N/A,1509.93,West
CUST-20661,2024-01-26,Standard,Monthly,17,38.68,No,N/A,657.56,West
CUST-20662,2025-03-22,Basic,Annual,23,15.17,No,N/A,348.91,East
CUST-20663,2024-07-03,Standard,Monthly,9,37.75,No,N/A,339.75,West
CUST-20664,2025-04-16,Premium,Monthly,6,78.16,Yes,Competitor,468.96,West
CUST-20666,2024-08-11,Standard,Annual,20,37.96,Yes,Price,759.2,South
CUST-20667,2024-08-02,Basic,Annual,9,15.66,Yes,Competitor,140.94,East
CUST-20668,2024-12-31,Standard,Monthly,22,40.87,No,N/A,899.14,West
CUST-20669,2024-03-28,Basic,Monthly,0,15.0,No,N/A,0.0,South
CUST-20670,2025-03-04,Basic,Monthly,22,14.75,Yes,Product Bug,324.5,East
CUST-20673,2024-10-17,Standard,Monthly,13,40.52,Yes,Product Bug,526.76,North
CUST-20885,2024-06-14,Basic,Monthly,22,14.42,No,N/A,317.24,North
CUST-20675,2025-01-08,Premium,Monthly,10,78.27,No,N/A,782.7,South
CUST-20676,2024-06-28,Premium,Monthly,8,79.0,No,N/A,632.0,North
CUST-20677,2024-04-07,Premium,Monthly,13,79.18,No,N/A,1029.34,North
CUST-20678,2025-05-11,Premium,Annual,19,82.94,No,N/A,1575.86,West
CUST-20679,2024-10-06,Premium,Monthly,19,81.55,No,N/A,1549.45,East
CUST-20680,2024-10-06,Premium,Annual,22,78.35,Yes,Competitor,1723.7,South
CUST-20681,2024-01-08,Premium,Annual,20,79.56,No,N/A,1591.2,North
CUST-20683,2024-04-18,Standard,Annual,3,37.72,No,N/A,113.16,South
CUST-20684,2025-03-13,Basic,Monthly,1,15.33,Yes,Product Bug,15.33,East
CUST-20685,2024-11-21,Premium,Annual,6,77.21,No,N/A,463.26,East
CUST-20686,2024-03-22,Basic,Monthly,21,14.96,Yes,Competitor,314.16,North
CUST-20687,2024-08-28,Basic,Annual,24,14.63,No,N/A,351.12,South
CUST-20688,2024-10-08,Premium,Annual,0,79.59,No,N/A,0.0,South
CUST-20690,2025-01-04,Standard,Annual,22,37.65,Yes,No_Reason,828.3,North
CUST-20691,2024-08-07,Premium,Annual,23,82.86,No,N/A,1905.78,East
CUST-20692,2024-03-15,Basic,Monthly,2,14.31,Yes,No_Reason,28.62,North
CUST-20693,2024-04-07,Standard,Annual,14,37.21,No,N/A,520.94,South
CUST-20694,2025-05-10,Standard,Monthly,14,40.43,No,N/A,566.02,North
CUST-20696,2024-12-09,Premium,Monthly,17,75.84,No,N/A,1289.28,North
CUST-20697,2025-03-02,Standard,Monthly,2,39.11,Yes,Product Bug,78.22,North
CUST-20698,2024-01-03,Basic,Monthly,18,15.05,Yes,Customer Support,270.9,North
CUST-20700,2024-07-20,Basic,Monthly,0,14.68,Yes,Product Bug,0.0,North
CUST-20701,2024-07-01,Basic,Monthly,4,15.75,Yes,No_Reason,63.0,East
CUST-20702,2024-03-10,Premium,Monthly,2,78.97,Yes,Customer Support,157.94,West
CUST-20703,2024-07-06,Standard,Monthly,13,39.92,Yes,Competitor,518.96,South
CUST-20704,2024-06-18,Standard,Monthly,19,38.32,Yes,Customer Support,728.08,East
CUST-20705,2024-08-17,Premium,Monthly,2,79.77,Yes,No_Reason,159.54,East
CUST-20707,2024-05-27,Basic,Annual,18,14.68,No,N/A,264.24,West
CUST-20708,2024-08-19,Premium,Monthly,12,79.14,Yes,No_Reason,949.68,North
CUST-20709,2025-01-16,Basic,Monthly,17,15.0,Yes,Competitor,255.0,South
CUST-20710,2024-04-04,Standard,Monthly,21,40.56,No,N/A,851.76,West
CUST-20711,2024-11-01,Basic,Annual,21,14.57,No,N/A,305.97,East
CUST-20712,2024-02-08,Premium,Annual,7,79.51,No,N/A,556.57,South
CUST-21323,2024-05-08,Standard,Monthly,6,38.45,No,N/A,230.7,East
CUST-21271,2025-02-08,Basic,Monthly,15,15.15,Yes,Product Bug,227.25,West
CUST-20714,2024-11-08,Standard,Annual,11,37.9,No,N/A,416.9,North
CUST-20716,2025-01-08,Premium,Annual,24,78.15,Yes,Price,1875.6,South
CUST-20717,2024-10-30,Basic,Monthly,12,15.58,No,N/A,186.96,North
CUST-20718,2024-09-11,Premium,Annual,7,82.88,No,N/A,580.16,East
CUST-20719,2025-03-31,Premium,Annual,8,79.68,No,N/A,637.44,East
CUST-20720,2024-05-11,Standard,Monthly,9,37.53,No,N/A,337.77,South
CUST-20721,2024-12-10,Standard,Monthly,0,37.68,Yes,Price,0.0,North
CUST-20722,2025-03-06,Basic,Monthly,10,14.98,No,N/A,149.8,South
CUST-20723,2024-12-13,Standard,Annual,22,37.87,No,N/A,833.14,East
CUST-20724,2024-04-08,Premium,Annual,9,81.13,No,N/A,730.17,East
CUST-20726,2025-04-01,Basic,Monthly,20,15.1,No,N/A,302.0,South
CUST-20727,2024-11-14,Standard,Annual,18,39.14,No,N/A,704.52,East
CUST-20728,2024-02-29,Standard,Annual,22,39.87,No,N/A,877.14,North
CUST-20729,2024-06-18,Standard,Annual,14,37.5,No,N/A,525.0,West
CUST-20730,2024-05-13,Standard,Monthly,5,38.71,Yes,No_Reason,193.55,West
CUST-20731,2024-03-05,Basic,Monthly,5,14.38,Yes,Product Bug,71.9,West
CUST-20732,2025-04-13,Basic,Monthly,20,15.55,Yes,Customer Support,311.0,West
CUST-20733,2024-08-09,Premium,Monthly,21,76.51,No,N/A,1606.71,East
CUST-20734,2024-12-07,Standard,Annual,13,37.32,No,N/A,485.16,East
CUST-20736,2024-08-05,Premium,Annual,4,82.54,Yes,No_Reason,330.16,North
CUST-20737,2025-05-14,Standard,Annual,15,39.29,Yes,Competitor,589.35,South
CUST-20738,2025-03-07,Premium,Monthly,12,76.92,No,N/A,923.04,North
CUST-20739,2024-07-17,Basic,Monthly,18,15.5,Yes,Price,279.0,North
CUST-20740,2025-01-21,Basic,Annual,19,14.86,No,N/A,282.34,South
CUST-20741,2024-01-19,Basic,Monthly,9,15.36,No,N/A,138.24,West
CUST-20742,2024-05-02,Standard,Annual,3,37.93,No,N/A,113.79,South
CUST-20743,2024-02-25,Premium,Monthly,3,76.8,No,N/A,230.4,East
CUST-20744,2024-08-16,Standard,Annual,8,39.13,Yes,Competitor,313.04,South
CUST-20745,2024-09-12,Premium,Annual,15,78.18,No,N/A,1172.7,East
CUST-20746,2025-01-21,Standard,Monthly,17,40.7,Yes,Price,691.9,South
