Customer_ID,Signup_Date,Plan_Type,Billing_Cycle,Tenure_Months,Monthly_Charges,Churn_Status,Churn_Reason,Region
CUST-20356,2024-03-06,Basic,Monthly,19,15.39,no,N/A,West
CUST-20357,2024-11-16,BASIC,,21,15.07,no,N/A,South
CUST-20358,2024-01-11,PREMIUM,Annual,14,79.93,No,N/A,South
CUST-20359,2024-03-01,premium,Annual,12,75.89,No,N/A,North
CUST-20360,2024-03-15,  Basic ,Annual,5,15.3,NO,N/A,East
CUST-20361,2024-08-02,  Basic ,Annual,1,15.39,NO,N/A,North
CUST-20362,05/05/2025,STANDARD,Annual,24,39.53,NO,N/A,South
CUST-20363,13/04/2024,standard,Monthly,2,37.86,No,N/A,West
CUST-20364,2024-06-24,STANDARD,Monthly,2,38.09,Yes,Product Bug,North
CUST-20365,2024-08-29,Standard,Monthly,14,38.86, No,N/A,West
CUST-20366,2024-06-01,standard,Annual,16,39.81, No,N/A,East
CUST-20367,2024-02-25,premium,Monthly,19,81.02,yes,Product Bug,North
CUST-20368,2024-04-04,premium,Annual,2,76.27,Yes,Product Bug,North
CUST-20369,2024-05-26,Standard,,8,39.43,no,N/A,North
CUST-20370,2024-12-12,Standard  ,Annual,21,40.67, No,N/A,East
CUST-20371,2024-04-07,basic,Monthly,12,15.37,yes,Price,North
CUST-20372,2025-03-29,STANDARD,Monthly,24,39.8,YES,No_Reason,North
CUST-20373,2024-11-24,PREMIUM,Monthly,23,,No,N/A,South
CUST-20374,2024-12-20,Standard  ,Monthly,18,39.74,yes,Customer Support,West
CUST-20375,2025-03-28,PREMIUM,Annual,13,76.07, No,N/A,South
CUST-20376,2024-02-13,Basic,Annual,24,14.61,no,N/A,South
CUST-20377,2025-01-28,Basic,Annual,13,14.88,Yes,Price,East
CUST-20378,2025-02-18,standard,Annual,19,38.21,YES,Price,East
CUST-20379,2024-10-12,PREMIUM,Monthly,1,77.65, No,N/A,East
CUST-20380,2025-02-13,STANDARD,Monthly,2,37.26,yes,Competitor,North
CUST-20381,2025-02-15,Basic,Annual,0,14.44,No,N/A,West
CUST-20382,2024-07-13,STANDARD,Annual,1,37.39,yes,Competitor,South
CUST-20383,2025-01-10,premium,Monthly,4,77.43,Yes,Competitor,North
CUST-20384,2024-09-06,Premium,Monthly,16,75.38,NO,N/A,West
CUST-20385,2025-03-31,Standard,,10,37.6, No,N/A,South
CUST-20386,2024-04-19,Basic,Annual,13,15.4,NO,N/A,East
CUST-20387,2024-01-29,BASIC,Monthly,10,15.32,No,N/A,North
CUST-20388,,Basic,Annual,0,14.42,YES,Product Bug,North
CUST-20389,2024-09-16,Standard  ,Monthly,18,40.72,No,N/A,South
CUST-20390,2024-06-19,Standard  ,Monthly,22,40.19, No,N/A,East
CUST-20391,27/02/2024,Basic,Monthly,4,14.68,Yes ,Customer Support,South
CUST-20392,,Basic,Monthly,7,,YES,Competitor,East
CUST-20393,2025-02-27,  Basic ,Annual,10,15.15,No,N/A,East
CUST-20394,2025-05-02,Premium,Monthly,3,77.79,YES,Price,West
CUST-20395,2025-03-19,Basic,Annual,18,15.07,yes,Product Bug,West
CUST-20396,2025-04-01,PREMIUM,Annual,19,78.57,No,N/A,West
CUST-20397,2025-01-15,Premium,Annual,7,76.68,No,N/A,North
CUST-20398,INVALID_DATE,basic,Annual,15,14.95,No,N/A,North
CUST-20399,2024-01-09,PREMIUM,Annual,24,82.03, No,N/A,South
CUST-20400,2025-04-08,BASIC,Monthly,14,15.48,Yes,Competitor,East
CUST-21507,2024-04-17,Standard,Annual,3,38.02,yes,Price,South
CUST-20401,20/03/2024,basic,Annual,14,15.03,No,N/A,North
CUST-20402,2024-03-07,basic,Annual,22,14.66,Yes,Product Bug,East
CUST-20403,2025-04-17,Standard  ,Monthly,8,38.49, No,N/A,North
CUST-20404,2024-06-12,  Basic ,Monthly,20,14.82,no,N/A,South
CUST-20405,2024-08-31,STANDARD,Monthly,17,37.12,YES,Customer Support,North
CUST-20406,2024-06-21,Basic,Annual,9,14.98,no,N/A,South
CUST-20407,2024-05-12,BASIC,Monthly,2,14.37,Yes ,Price,West
CUST-20408,2024-04-18,Standard  ,Annual,6,38.12,NO,N/A,North
CUST-20409,2024-08-26,Basic,Annual,18,14.57,NO,N/A,South
CUST-20410,25/06/2024,Premium,Annual,18,77.46,No,N/A,East
CUST-20411,2025-05-07,Basic,Annual,4,14.91,yes,Price,North
CUST-20412,2024-02-09,STANDARD,Annual,6,38.21,no,N/A,North
CUST-20413,2024-12-08,premium,,14,82.81,no,N/A,West
CUST-20414,2024-12-12,Standard,Annual,8,37.13,Yes,Product Bug,North
CUST-20415,2024-12-28,Premium,Annual,4,79.72,Yes ,Competitor,East
CUST-20416,2024-11-15,Standard  ,Annual,17,37.68,no,N/A,North
CUST-20417,2024-02-09,Standard  ,Monthly,19,40.13,NO,N/A,West
CUST-20418,2024-11-28,Standard,Annual,10,40.18,NO,N/A,South
CUST-20419,06/03/2024,standard,Monthly,,40.01,YES,Product Bug,South
CUST-20420,16/05/2024,Premium,Monthly,10,81.5,NO,N/A,South
CUST-20421,14/05/2025,premium,Annual,14,79.64,Yes ,Product Bug,West
CUST-20422,2024-01-17,premium,Monthly,15,80.21,Yes ,Competitor,North
CUST-20423,2025-05-08,premium,Annual,23,82.74,NO,N/A,North
CUST-20424,09/01/2024,basic,Monthly,21,,yes,Competitor,West
CUST-20425,2025-02-16,Basic,Monthly,1,14.53,YES,Customer Support,North
CUST-20426,11/09/2024,PREMIUM,Monthly,19,78.33, No,N/A,North
CUST-20427,05/07/2024,Premium,,9,78.06,yes,Customer Support,East
CUST-20428,2024-07-05,Standard,,2,40.05,YES,Customer Support,East
CUST-20429,INVALID_DATE,BASIC,Annual,17,14.35,no,N/A,North
CUST-20430,09/04/2025,STANDARD,Annual,0,38.26,no,N/A,North
CUST-20431,22/07/2024,PREMIUM,Annual,17,,No,N/A,South
CUST-20432,2024-07-29,Premium,Monthly,1,77.02,yes,Price,East
CUST-21671,03/05/2024,standard,Annual,7,,NO,N/A,North
CUST-20433,2025-05-12,  Basic ,Monthly,15,15.27, No,N/A,East
CUST-20434,2024-06-30,Standard,Monthly,11,37.72,Yes ,Competitor,South
CUST-20435,20/03/2024,PREMIUM,Annual,9,75.29,YES,Price,West
CUST-20436,2024-10-16,Standard,Monthly,1,38.98,Yes ,Price,North
CUST-20437,24/10/2024,PREMIUM,Annual,16,80.71,No,N/A,South
CUST-20438,13/09/2024,  Basic ,Annual,23,15.42, No,N/A,West
CUST-20439,2024-05-24,standard,Monthly,-11,37.55, No,N/A,West
CUST-20440,2024-07-18,standard,Monthly,19,40.68,Yes,Product Bug,East
CUST-20441,2024-04-18,PREMIUM,Monthly,12,77.66, No,N/A,South
CUST-20442,2024-07-17,premium,,9,75.55,NO,N/A,West
CUST-20443,2025-04-24,STANDARD,,12,40.35,YES,Customer Support,South
CUST-20444,2025-05-02,premium,Annual,21,75.74, No,N/A,East
CUST-20445,2024-04-27,Premium,Annual,23,78.34,YES,No_Reason,South
CUST-20446,2024-09-03,Premium,Monthly,13,80.07, No,N/A,East
CUST-20447,,Basic,Monthly,,15.41,YES,Competitor,North
CUST-20448,2024-03-08,basic,Monthly,6,15.58,Yes,Price,South
CUST-20449,2025-03-10,PREMIUM,Annual,0,77.79,YES,Competitor,West
CUST-20450,04/04/2025,  Basic ,Monthly,17,15.27, No,N/A,South
CUST-20451,2024-06-28,STANDARD,Annual,23,40.8,No,N/A,North
CUST-20452,2024-04-22,Standard,Monthly,23,39.47,yes,Product Bug,West
CUST-20453,2024-04-29,Premium,Annual,12,75.32,No,N/A,North
CUST-20454,INVALID_DATE,basic,Monthly,17,14.78,No,N/A,West
CUST-20455,2025-03-26,Standard  ,Annual,22,40.92, No,N/A,East
CUST-20456,13/03/2024,basic,Monthly,5,14.27,yes,Competitor,North
CUST-20457,2024-07-20,premium,Annual,11,82.74, No,N/A,East
CUST-20458,2024-10-01,BASIC,Annual,22,14.72,No,N/A,North
CUST-20459,2025-02-10,  Basic ,Monthly,22,15.19,no,N/A,West
CUST-20460,2024-11-25,standard,Annual,10,37.48,YES,Product Bug,West
CUST-20461,2025-05-12,standard,Annual,24,40.32,Yes,Customer Support,West
CUST-20462,2024-07-01,Premium,Monthly,21,77.58,No,N/A,West
CUST-20463,2024-07-21,standard,Annual,13,38.19,no,N/A,West
CUST-20464,2024-11-24,PREMIUM,Monthly,18,81.57,Yes ,Competitor,North
CUST-20674,2024-11-09,STANDARD,Annual,22,39.93,no,N/A,North
CUST-20465,2024-03-08,BASIC,Annual,11,14.73,No,N/A,East
CUST-20466,2025-02-11,standard,Monthly,7,40.85, No,N/A,East
CUST-20467,24/03/2025,Standard,Monthly,9,38.78,NO,N/A,North
CUST-20468,2024-03-06,  Basic ,Annual,8,15.27,Yes ,Price,South
CUST-20469,2024-04-07,Basic,Monthly,-10,15.26,YES,Customer Support,North
CUST-20470,2025-01-23,Basic,Annual,14,14.49,NO,N/A,West
CUST-20471,2024-03-14,BASIC,Monthly,5,14.52,no,N/A,West
CUST-20472,2025-01-24,  Basic ,Monthly,23,15.52,yes,Competitor,South
CUST-20473,2024-10-31,Premium,Monthly,16,78.76,No,N/A,West
CUST-20474,2024-03-23,Standard,Monthly,-9,37.73, No,N/A,East
CUST-20475,INVALID_DATE,Basic,Annual,3,14.42,Yes,Customer Support,West
CUST-20476,2024-05-02,PREMIUM,Monthly,14,78.9,no,N/A,South
CUST-20477,2025-01-04,premium,Annual,11,79.27,no,N/A,South
CUST-20478,2025-02-24,basic,Annual,3,15.61,Yes,Product Bug,East
CUST-20479,2025-05-09,basic,Monthly,13,14.61,no,N/A,West
CUST-20480,2024-08-03,  Basic ,,6,14.29,Yes ,Customer Support,North
CUST-20481,INVALID_DATE,Basic,Annual,14,15.33,Yes ,Product Bug,West
CUST-20482,2024-04-30,basic,Monthly,22,14.88,Yes,Competitor,South
CUST-20483,INVALID_DATE,Standard,Annual,1,39.85, No,N/A,North
CUST-21813,2024-06-25,STANDARD,Annual,5,39.15,Yes,Product Bug,South
CUST-20484,2024-02-04,BASIC,Monthly,8,15.65,NO,N/A,East
CUST-20485,2024-04-25,premium,Monthly,22,81.07,yes,No_Reason,North
CUST-20486,2024-10-04,Basic,Monthly,20,15.05,Yes,No_Reason,North
CUST-20487,2025-04-25,premium,Monthly,13,80.84,YES,Competitor,East
CUST-20488,04/08/2024,standard,Monthly,5,39.5,no,N/A,East
CUST-20489,,Basic,Annual,7,14.96,NO,N/A,South
CUST-20490,2024-09-16,standard,Annual,15,38.22,no,N/A,North
CUST-20491,2024-12-02,premium,Monthly,7,79.34,NO,N/A,West
CUST-20492,2024-03-11,  Basic ,Annual,3,14.69,Yes,No_Reason,North
CUST-20493,01/03/2025,Standard  ,Annual,11,40.94,Yes ,Price,West
CUST-20494,2025-03-05,premium,Annual,3,81.62,no,N/A,North
CUST-20495,2025-03-29,premium,Annual,18,78.07, No,N/A,North
CUST-20496,2024-04-25,basic,Annual,8,,No,N/A,West
CUST-20497,2024-08-18,Standard  ,Monthly,20,37.65, No,N/A,East
CUST-20498,28/03/2025,  Basic ,Annual,6,15.41,NO,N/A,East
CUST-20499,2024-12-16,premium,Monthly,1,75.86,no,N/A,East
CUST-20500,INVALID_DATE,premium,Annual,7,80.6,No,N/A,South
CUST-20501,2025-02-26,premium,Annual,14,77.98,Yes ,Competitor,South
CUST-20502,2024-11-14,basic,,3,14.65,Yes,Product Bug,South
CUST-20503,20/11/2024,basic,Annual,22,14.96, No,N/A,North
CUST-20504,2024-02-01,PREMIUM,Monthly,23,79.96,Yes ,Competitor,North
CUST-20505,2024-08-23,STANDARD,Monthly,16,37.8,no,N/A,South
CUST-20506,INVALID_DATE,PREMIUM,Annual,21,77.92,No,N/A,North
CUST-20507,2025-04-25,Basic,Annual,23,14.35,no,N/A,South
CUST-20508,2024-10-19,Standard,Monthly,7,38.04,NO,N/A,East
CUST-20509,2024-11-03,standard,Monthly,22,40.33,yes,Product Bug,East
CUST-20510,2024-11-15,Basic,Annual,12,14.76,YES,Customer Support,East
CUST-20511,2024-11-13,Premium,Monthly,-11,82.11,NO,N/A,South
CUST-20512,2025-02-10,Standard  ,Monthly,5,37.58,YES,Product Bug,North
CUST-20513,2024-02-15,premium,Monthly,0,76.88,Yes,Customer Support,West
CUST-20514,2024-09-04,Basic,Monthly,13,15.5,No,N/A,North
CUST-20515,2024-04-15,BASIC,Monthly,6,15.31,no,N/A,North
CUST-20516,,basic,Annual,11,15.71,No,N/A,West
CUST-20517,15/07/2024,premium,Monthly,13,79.06,no,N/A,West
CUST-20518,02/05/2025,Premium,Annual,11,79.89,no,N/A,North
CUST-20519,2024-05-26,Basic,Monthly,2,15.65,YES,Price,North
CUST-20520,2025-03-10,Basic,Annual,13,15.57,Yes ,No_Reason,East
CUST-20521,2025-05-15,premium,Monthly,18,79.73,yes,Customer Support,West
CUST-20522,2024-07-02,Standard,Annual,10,40.45,no,N/A,South
CUST-20523,2024-07-27,  Basic ,Monthly,24,14.88, No,N/A,North
CUST-20524,15/05/2025,basic,Monthly,2,14.84,Yes,Price,North
CUST-20453,2024-04-29,Premium,Annual,12,75.32,No,N/A,North
CUST-20525,2025-03-20,standard,Annual,2,37.51,YES,Competitor,South
CUST-20526,2025-04-26,basic,Monthly,8,15.39,No,N/A,West
CUST-20527,2025-04-08,Premium,Monthly,14,82.06, No,N/A,North
CUST-20528,2024-11-07,STANDARD,Monthly,18,39.62, No,N/A,East
CUST-20529,08/09/2024,Standard  ,Monthly,6,39.79,No,N/A,South
CUST-20530,2024-05-02,Premium,,5,76.21,Yes,Product Bug,South
CUST-20531,2024-02-26,basic,Annual,22,14.47, No,N/A,North
CUST-20532,19/01/2024,standard,,12,39.43,YES,Competitor,North
CUST-20533,2024-07-10,STANDARD,Monthly,11,37.62,YES,Customer Support,South
CUST-20534,29/12/2024,STANDARD,Monthly,20,39.15,NO,N/A,North
CUST-20535,2024-10-16,Basic,Annual,14,14.52,No,N/A,North
CUST-20536,29/05/2024,Standard,Monthly,20,37.87,YES,Competitor,North
CUST-20537,2025-03-11,Basic,Annual,19,15.74,No,N/A,North
CUST-20538,27/11/2024,standard,Annual,10,39.69,NO,N/A,South
CUST-20539,2024-07-13,standard,Monthly,3,37.41,Yes,Competitor,North
CUST-20540,2024-04-15,PREMIUM,,23,81.17,no,N/A,South
CUST-20541,20/04/2024,Standard,,19,37.19,no,N/A,East
CUST-21926,2025-05-14,Standard  ,Monthly,15,40.21,YES,Competitor,South
CUST-20542,2025-01-09,Standard,Annual,23,37.53,NO,N/A,North
CUST-20543,2024-05-02,premium,Monthly,12,77.56,No,N/A,South
CUST-20544,2024-12-19,Standard  ,Monthly,-9,37.43,Yes ,Price,West
CUST-20545,2025-04-10,basic,Monthly,,14.62,No,N/A,North
CUST-21648,,  Basic ,Monthly,15,15.18,no,N/A,East
CUST-20546,2025-02-26,Basic,Annual,24,15.09, No,N/A,West
CUST-20547,2025-01-05,Premium,Monthly,1,76.5, No,N/A,North
CUST-20548,2024-09-10,BASIC,Monthly,24,15.31,No,N/A,East
CUST-20549,INVALID_DATE,standard,Annual,13,40.68,NO,N/A,West
CUST-20550,2024-05-02,PREMIUM,,22,79.28,NO,N/A,East
CUST-20551,11/10/2024,basic,Annual,18,14.56,Yes ,Competitor,East
CUST-20552,29/03/2024,basic,Monthly,1,14.47,yes,Competitor,West
CUST-20553,2024-08-21,basic,Annual,12,15.17,yes,No_Reason,East
CUST-20554,17/01/2024,Premium,Monthly,10,76.17,yes,Price,North
CUST-20555,2024-10-07,Basic,Annual,14,14.51,no,N/A,South
CUST-20556,2024-12-18,standard,Monthly,16,39.85,Yes,Product Bug,South
CUST-21778,2024-03-07,premium,Annual,4,81.8,NO,N/A,East
CUST-20040,2025-02-03,BASIC,,12,15.54,NO,N/A,East
CUST-20557,2024-02-11,Standard  ,Monthly,23,38.93,yes,Customer Support,South
CUST-20558,2024-01-19,PREMIUM,Annual,7,77.58,yes,Price,East
CUST-21193,2024-10-21,  Basic ,Monthly,5,14.52,YES,Product Bug,South
CUST-20559,2024-04-25,premium,Monthly,13,77.96,No,N/A,West
CUST-20560,2024-09-28,Premium,Monthly,13,81.94,No,N/A,West
CUST-20561,INVALID_DATE,Basic,Monthly,23,15.08,NO,N/A,East
CUST-20562,2024-05-02,Standard  ,Annual,19,38.67, No,N/A,East
CUST-20563,07/05/2025,PREMIUM,Monthly,17,75.61,no,N/A,South
CUST-20564,2024-02-16,premium,Monthly,9,76.06,no,N/A,East
CUST-20565,29/08/2024,BASIC,Monthly,9,15.27,NO,N/A,East
CUST-20566,2024-01-27,basic,Monthly,16,15.19,Yes ,No_Reason,East
CUST-20567,21/07/2024,premium,Annual,21,77.39,NO,N/A,North
CUST-20568,2025-01-04,standard,Annual,4,37.39,No,N/A,South
CUST-20569,2025-03-18,Standard  ,Monthly,24,38.02,YES,Price,West
CUST-20570,2024-04-03,Standard  ,Annual,9,37.16,NO,N/A,West
CUST-20571,2024-09-27,Basic,Annual,15,15.43, No,N/A,East
CUST-20572,2024-10-27,Premium,Annual,6,79.85,Yes ,Product Bug,South
CUST-20573,2025-04-15,Standard,Monthly,21,37.15,yes,Competitor,South
CUST-20574,2024-03-07,basic,Annual,14,15.37,No,N/A,South
CUST-20575,2024-12-20,  Basic ,Annual,17,14.52, No,N/A,West
CUST-20576,31/10/2024,BASIC,Monthly,19,14.68,yes,Customer Support,East
CUST-20577,2025-03-03,basic,Annual,8,15.7,NO,N/A,North
CUST-20578,2024-03-31,Standard  ,Monthly,13,38.44,YES,Price,South
CUST-20579,2024-08-09,STANDARD,Monthly,18,, No,N/A,West
CUST-20580,12/03/2024,Basic,Annual,15,14.34, No,N/A,West
CUST-20581,2024-07-17,Standard,Annual,15,,No,N/A,South
CUST-20114,2025-05-02,basic,Annual,22,14.71,No,N/A,West
CUST-20582,2024-05-01,Premium,Monthly,10,82.9,YES,Price,East
CUST-20583,2025-01-11,Standard,Annual,18,40.15,NO,N/A,South
CUST-20584,2024-12-28,Standard  ,Monthly,23,40.71,yes,Price,North
CUST-20585,2024-10-22,Basic,Annual,5,15.36,YES,Price,East
CUST-20586,15/03/2024,  Basic ,Monthly,21,14.5,NO,N/A,East
CUST-20587,2024-02-12,PREMIUM,Monthly,21,80.67,Yes,Customer Support,South
CUST-20588,2024-05-30,Premium,Annual,9,78.43, No,N/A,West
CUST-20589,,  Basic ,Monthly,20,15.0,NO,N/A,West
CUST-20590,,basic,,12,14.92,No,N/A,North
CUST-20591,2025-04-28,Basic,Monthly,15,14.29,NO,N/A,West
CUST-20592,,Standard,Monthly,8,40.89,Yes,Price,West
CUST-20593,2024-04-28,PREMIUM,Annual,20,80.07,No,N/A,West
CUST-20594,2024-07-17,BASIC,Monthly,1,15.2,no,N/A,West
CUST-20381,2025-02-15,Basic,Annual,0,14.44,No,N/A,West
CUST-20595,2025-03-21,standard,Monthly,19,39.89,No,N/A,North
CUST-20596,2024-03-11,  Basic ,Annual,8,14.82,NO,N/A,South
CUST-20597,2024-05-30,basic,Monthly,,14.52,yes,No_Reason,West
CUST-20598,2024-11-18,PREMIUM,Monthly,23,77.38,No,N/A,East
CUST-20599,2024-03-19,premium,Annual,13,82.31,no,N/A,South
CUST-20600,2024-03-05,Standard  ,Annual,14,38.08,No,N/A,West
CUST-20601,2025-02-01,standard,Annual,21,38.98,yes,No_Reason,West
CUST-20602,2024-04-16,Standard  ,Monthly,0,38.42,YES,No_Reason,West
CUST-20603,2024-09-20,Basic,,19,14.44,Yes ,No_Reason,East
CUST-20604,2024-06-19,STANDARD,Annual,24,40.41,NO,N/A,North
CUST-20605,INVALID_DATE,STANDARD,Monthly,13,40.18,No,N/A,North
CUST-20606,2024-05-26,basic,Monthly,6,14.3,No,N/A,North
CUST-20607,2025-02-17,  Basic ,Annual,11,14.64,Yes ,Competitor,South
CUST-20608,2024-12-23,premium,Monthly,20,77.93,No,N/A,West
CUST-20609,INVALID_DATE,premium,Annual,9,78.0,Yes,Product Bug,North
CUST-20610,2025-05-05,PREMIUM,Monthly,15,81.09, No,N/A,East
CUST-20611,2024-12-31,STANDARD,Annual,14,38.27,No,N/A,West
CUST-20612,2025-02-10,BASIC,Monthly,6,15.42,NO,N/A,West
CUST-20613,2024-05-31,STANDARD,Annual,13,37.12,no,N/A,East
CUST-20614,2024-11-30,basic,Monthly,18,14.85,Yes ,Competitor,West
CUST-20615,2024-08-03,BASIC,Monthly,22,14.97,no,N/A,West
CUST-20616,,Standard  ,Annual,18,37.73,NO,N/A,North
CUST-20617,INVALID_DATE,Premium,Monthly,3,75.58,Yes,Price,South
CUST-20618,2025-03-16,STANDARD,Monthly,20,40.93,no,N/A,East
CUST-20619,2024-01-25,Standard  ,Annual,7,40.03,no,N/A,South
CUST-20620,2025-01-03,basic,Annual,7,14.45,NO,N/A,South
CUST-20621,26/08/2024,Basic,Monthly,13,14.7, No,N/A,North
CUST-20622,2024-01-01,Standard  ,Monthly,23,37.79,NO,N/A,West
CUST-20623,2024-09-10,Basic,Monthly,20,14.85, No,N/A,South
CUST-20624,INVALID_DATE,Basic,Monthly,12,14.74,Yes,Product Bug,East
CUST-20625,2025-01-09,premium,Monthly,21,77.98,NO,N/A,South
CUST-20626,2025-01-13,Standard,Monthly,7,38.12, No,N/A,North
CUST-20627,2024-08-06,Standard  ,Annual,0,38.76, No,N/A,East
CUST-20628,23/05/2024,PREMIUM,Annual,8,82.04,YES,No_Reason,East
CUST-21450,INVALID_DATE,basic,Annual,-7,14.65,YES,Customer Support,South
CUST-20629,17/02/2024,premium,Annual,7,79.25,yes,Price,East
CUST-20630,2024-04-05,PREMIUM,Annual,7,80.02,no,N/A,North
CUST-20631,2024-12-22,PREMIUM,Annual,16,82.01,No,N/A,South
CUST-20632,2024-12-05,basic,Annual,5,15.68,Yes,Price,South
CUST-20633,2025-03-02,BASIC,Annual,23,15.02,yes,Price,North
CUST-20634,2024-04-27,Premium,Monthly,5,78.74,NO,N/A,West
CUST-20635,2024-03-25,Standard  ,Annual,2,40.46,Yes ,Product Bug,South
CUST-20636,2025-04-15,premium,,7,82.86, No,N/A,North
CUST-20637,INVALID_DATE,Standard,Annual,19,39.91,Yes ,No_Reason,South
CUST-20638,2025-02-21,premium,Monthly,20,77.1, No,N/A,West
CUST-20639,2024-04-19,PREMIUM,Monthly,9,82.19,NO,N/A,West
CUST-20640,2024-03-01,BASIC,Annual,8,15.32,NO,N/A,West
CUST-20641,2024-04-16,Standard,Annual,7,37.81,yes,Price,South
CUST-20642,2024-05-04,Standard,Monthly,22,39.27, No,N/A,West
CUST-20643,2024-06-04,premium,Annual,2,79.05,Yes,Product Bug,East
CUST-20644,2024-06-26,basic,Annual,16,15.64,no,N/A,West
CUST-20645,2024-09-03,standard,,7,37.76,NO,N/A,East
CUST-20646,,STANDARD,Monthly,19,38.6,yes,Price,West
CUST-20647,2024-12-02,Basic,Monthly,10,14.26,no,N/A,North
CUST-20648,2025-04-03,Standard  ,Annual,9,38.07,yes,Customer Support,North
CUST-20116,2024-10-08,PREMIUM,Monthly,1,82.42,No,N/A,South
CUST-20649,2024-06-25,standard,Annual,12,38.51,no,N/A,South
CUST-20650,2024-10-03,BASIC,Monthly,6,15.39,Yes,Competitor,East
CUST-20651,2025-01-21,Premium,Monthly,14,79.17,yes,Competitor,North
CUST-20652,31/03/2025,basic,Annual,24,14.94,no,N/A,West
CUST-20653,2024-09-30,Standard  ,Monthly,18,40.95,Yes ,Competitor,East
CUST-20654,2025-01-25,PREMIUM,Annual,13,80.85, No,N/A,North
CUST-20655,2024-10-24,BASIC,Annual,17,14.61,YES,Price,South
CUST-20656,2024-02-11,  Basic ,Monthly,3,14.25,Yes ,Customer Support,North
CUST-20657,2024-10-10,standard,Annual,6,38.68,NO,N/A,East
CUST-20658,01/10/2024,premium,Annual,9,80.27,No,N/A,West
CUST-20659,09/12/2024,PREMIUM,Annual,23,78.2,Yes,Competitor,North
CUST-20660,2024-04-29,Premium,Monthly,19,79.47,NO,N/A,West
CUST-20661,2024-01-26,STANDARD,Monthly,17,38.68,No,N/A,West
CUST-20662,22/03/2025,Basic,Annual,23,15.17,NO,N/A,East
CUST-20663,2024-07-03,STANDARD,Monthly,9,37.75, No,N/A,West
CUST-20664,2025-04-16,premium,Monthly,6,78.16,yes,Competitor,West
CUST-20665,INVALID_DATE,Standard,,21,39.89, No,N/A,West
CUST-20666,2024-08-11,Standard,Annual,20,37.96,Yes,Price,South
CUST-20667,2024-08-02,BASIC,Annual,9,15.66,Yes,Competitor,East
CUST-20668,2024-12-31,Standard,Monthly,22,40.87,No,N/A,West
CUST-20669,2024-03-28,  Basic ,,0,,No,N/A,South
CUST-20670,04/03/2025,basic,Monthly,22,14.75,Yes,Product Bug,East
CUST-20671,INVALID_DATE,basic,Monthly,17,14.39,NO,N/A,West
CUST-20672,INVALID_DATE,STANDARD,Annual,23,39.79,NO,N/A,East
CUST-20673,2024-10-17,Standard  ,Monthly,13,40.52,yes,Product Bug,North
CUST-20674,2024-11-09,STANDARD,Annual,22,39.93,no,N/A,North
CUST-20885,2024-06-14,BASIC,Monthly,22,14.42,NO,N/A,North
CUST-20675,2025-01-08,premium,Monthly,10,78.27, No,N/A,South
CUST-20676,2024-06-28,PREMIUM,Monthly,8,,no,N/A,North
CUST-20677,2024-04-07,Premium,,13,79.18,NO,N/A,North
CUST-20678,2025-05-11,Premium,Annual,19,82.94,No,N/A,West
CUST-20679,2024-10-06,PREMIUM,Monthly,19,81.55,No,N/A,East
CUST-20680,2024-10-06,premium,Annual,22,78.35,yes,Competitor,South
CUST-20681,2024-01-08,PREMIUM,Annual,20,79.56,No,N/A,North
CUST-20682,INVALID_DATE,premium,Annual,9,82.64,NO,N/A,North
CUST-20683,18/04/2024,STANDARD,Annual,3,37.72,NO,N/A,South
CUST-20684,2025-03-13,BASIC,Monthly,1,15.33,yes,Product Bug,East
CUST-20685,2024-11-21,PREMIUM,Annual,6,77.21,NO,N/A,East
CUST-20686,2024-03-22,basic,Monthly,21,14.96,Yes ,Competitor,North
CUST-20687,2024-08-28,Basic,Annual,24,14.63, No,N/A,South
CUST-20688,08/10/2024,premium,Annual,0,79.59,No,N/A,South
CUST-20689,2025-01-05,Standard,,-1,39.03,Yes,Competitor,North
CUST-20690,2025-01-04,Standard,Annual,22,37.65,YES,No_Reason,North
CUST-20691,2024-08-07,Premium,Annual,23,82.86,no,N/A,East
CUST-20692,2024-03-15,basic,Monthly,2,14.31,YES,No_Reason,North
CUST-20693,2024-04-07,STANDARD,Annual,14,37.21,No,N/A,South
CUST-20694,2025-05-10,Standard,,14,40.43,No,N/A,North
CUST-20695,2024-09-30,Premium,Annual,,79.99, No,N/A,South
CUST-20696,2024-12-09,premium,Monthly,17,75.84,No,N/A,North
CUST-20697,2025-03-02,Standard  ,Monthly,2,39.11,Yes ,Product Bug,North
CUST-20698,2024-01-03,Basic,Monthly,18,15.05,Yes,Customer Support,North
CUST-20699,,Standard  ,Monthly,19,40.2,no,N/A,South
CUST-20700,2024-07-20,basic,Monthly,0,14.68,Yes,Product Bug,North
CUST-20701,01/07/2024,basic,Monthly,4,15.75,Yes ,No_Reason,East
CUST-20702,2024-03-10,Premium,Monthly,2,78.97,Yes,Customer Support,West
CUST-20703,2024-07-06,standard,Monthly,13,39.92,Yes ,Competitor,South
CUST-20704,2024-06-18,Standard  ,Monthly,19,38.32,yes,Customer Support,East
CUST-20705,2024-08-17,Premium,Monthly,2,79.77,Yes,No_Reason,East
CUST-20706,INVALID_DATE,Premium,Annual,13,80.67,YES,No_Reason,East
CUST-20707,2024-05-27,  Basic ,Annual,18,14.68,NO,N/A,West
