Transaction_ID,Date,Customer_ID,Segment,Product_Name,Category,Quantity,Unit_Price,Revenue,Cost,Profit,Region
TXN-10464,2025-09-28,CUST-1065,Corporate,High-Speed USB-C Cable,Technology,6,18.53,111.18,33.35,77.83,West
TXN-10465,2025-04-27,CUST-1080,Home Office,Wireless Mouse M2,Technology,4,23.83,95.32,38.75,56.57,North
TXN-10466,2025-03-17,CUST-1141,Consumer,UltraWide Monitor 34,Technology,5,399.46,1997.3,1451.24,546.06,West
TXN-10467,2025-04-04,CUST-1085,Corporate,Ergonomic Chair,Furniture,4,240.23,960.92,629.4,331.52,West
TXN-10468,2025-11-20,CUST-1143,Consumer,UltraWide Monitor 34,Technology,4,385.75,1543.0,1090.44,452.56,South
TXN-10469,2025-12-03,CUST-1014,Home Office,Sticky Notes Pastel,Office Supplies,7,7.74,54.18,13.3,40.88,East
TXN-11377,2025-10-23,CUST-1135,Corporate,Premium Notebook A5,Office Supplies,8,12.16,97.28,34.31,62.97,West
TXN-10470,2025-01-04,CUST-1032,Corporate,Filing Cabinet 3-Drawer,Furniture,6,154.26,925.56,506.47,419.09,East
TXN-10471,2025-09-24,CUST-1075,Corporate,Sticky Notes Pastel,Office Supplies,1,8.09,8.09,2.0,6.09,West
TXN-10472,2025-12-06,CUST-1021,Home Office,Premium Notebook A5,Office Supplies,5,11.92,59.6,20.61,38.99,East
TXN-10689,2025-07-08,CUST-1004,Consumer,Smart Bluetooth Speaker,Technology,4,78.52,314.08,154.72,159.36,West
TXN-10474,2025-05-09,CUST-1070,Home Office,Executive Wooden Desk,Furniture,8,467.59,3740.72,2222.74,1517.98,East
TXN-10475,2025-05-17,CUST-1057,Corporate,Executive Wooden Desk,Furniture,10,442.45,4424.5,2652.49,1772.01,West
TXN-10476,2025-11-28,CUST-1037,Home Office,Ergonomic Chair,Furniture,9,249.32,2243.88,1443.94,799.94,South
TXN-10477,2025-02-06,CUST-1144,Consumer,Executive Wooden Desk,Furniture,2,448.49,896.98,548.32,348.66,North
TXN-10478,2025-04-28,CUST-1108,Home Office,Premium Notebook A5,Office Supplies,8,11.85,94.8,33.83,60.97,South
TXN-10479,2025-07-02,CUST-1126,Consumer,Premium Notebook A5,Office Supplies,6,12.4,74.4,25.97,48.43,West
TXN-10480,2025-10-06,CUST-1107,Corporate,Smart Bluetooth Speaker,Technology,5,77.55,387.75,192.75,195.0,West
TXN-10481,2025-03-23,CUST-1022,Corporate,Filing Cabinet 3-Drawer,Furniture,4,147.47,589.88,330.69,259.19,North
TXN-10482,2025-09-21,CUST-1078,Consumer,Executive Wooden Desk,Furniture,9,450.45,4054.05,2401.62,1652.43,West
TXN-10483,2025-10-23,CUST-1071,Home Office,Pro Laptop 15,Technology,3,1225.01,3675.03,2567.01,1108.02,East
TXN-10484,2025-12-28,CUST-1119,Home Office,Wireless Mouse M2,Technology,1,25.17,25.17,10.19,14.98,North
TXN-10485,2025-01-09,CUST-1116,Consumer,Filing Cabinet 3-Drawer,Furniture,3,143.67,431.01,238.13,192.88,South
TXN-10486,2025-11-06,CUST-1044,Home Office,Premium Notebook A5,Office Supplies,2,11.52,23.04,8.23,14.81,East
TXN-10487,2025-05-27,CUST-1045,Home Office,Filing Cabinet 3-Drawer,Furniture,8,142.88,1143.04,635.99,507.05,South
TXN-10488,2025-02-10,CUST-1016,Home Office,Filing Cabinet 3-Drawer,Furniture,7,144.5,1011.5,566.44,445.06,South
TXN-10489,2025-10-31,CUST-1019,Home Office,High-Speed USB-C Cable,Technology,10,18.18,181.8,54.9,126.9,West
TXN-10490,2025-02-15,CUST-1048,Corporate,Smart Bluetooth Speaker,Technology,7,83.05,581.35,295.67,285.68,East
TXN-10491,2025-02-21,CUST-1075,Consumer,Executive Wooden Desk,Furniture,6,436.59,2619.54,1600.02,1019.52,East
TXN-10492,2025-05-09,CUST-1106,Corporate,Premium Notebook A5,Office Supplies,1,11.78,11.78,4.15,7.63,South
TXN-10493,2025-12-13,CUST-1041,Corporate,Gel Pens (Pack of 12),Office Supplies,4,14.47,57.88,17.64,40.24,North
TXN-10494,2025-12-14,CUST-1086,Consumer,Filing Cabinet 3-Drawer,Furniture,6,145.4,872.4,482.87,389.53,North
TXN-10495,2025-09-23,CUST-1113,Corporate,Filing Cabinet 3-Drawer,Furniture,1,156.33,156.33,87.64,68.69,South
TXN-10497,2025-09-22,CUST-1090,Home Office,Gel Pens (Pack of 12),Office Supplies,1,14.67,14.67,4.45,10.22,East
TXN-10498,2025-01-04,CUST-1075,Corporate,Pro Laptop 15,Technology,7,1154.12,8078.84,5553.39,2525.45,East
TXN-10499,2025-03-24,CUST-1104,Home Office,Premium Notebook A5,Office Supplies,6,11.58,69.48,24.6,44.88,North
TXN-10500,2025-04-21,CUST-1141,Corporate,Ergonomic Chair,Furniture,2,251.15,502.3,324.18,178.12,East
TXN-10501,2025-01-07,CUST-1100,Consumer,UltraWide Monitor 34,Technology,7,409.12,2863.84,2059.1,804.74,South
TXN-10502,2025-10-27,CUST-1040,Consumer,Premium Notebook A5,Office Supplies,5,12.0,60.0,20.99,39.01,North
TXN-10503,2025-12-12,CUST-1018,Home Office,Standing Desk Frame,Furniture,2,285.15,570.3,336.65,233.65,West
TXN-10504,2025-07-02,CUST-1009,Consumer,UltraWide Monitor 34,Technology,8,387.57,3100.56,2236.74,863.82,East
TXN-10505,2025-07-04,CUST-1112,Consumer,Filing Cabinet 3-Drawer,Furniture,6,145.94,875.64,475.65,399.99,North
TXN-10506,2025-06-01,CUST-1039,Corporate,Ergonomic Chair,Furniture,10,260.52,2605.2,1716.31,888.89,West
TXN-10507,2025-01-14,CUST-1045,Home Office,Wireless Mouse M2,Technology,2,24.81,49.62,19.95,29.67,East
TXN-10508,2025-06-16,CUST-1095,Corporate,Premium Notebook A5,Office Supplies,2,12.42,24.84,8.54,16.3,North
TXN-10511,2025-04-18,CUST-1003,Consumer,High-Speed USB-C Cable,Technology,2,17.29,34.58,10.19,24.39,West
TXN-10512,2025-05-10,CUST-1046,Consumer,Filing Cabinet 3-Drawer,Furniture,7,155.57,1088.99,601.78,487.21,South
TXN-10513,2025-01-09,CUST-1077,Consumer,Filing Cabinet 3-Drawer,Furniture,5,148.98,744.9,413.27,331.63,East
TXN-10514,2025-11-27,CUST-1059,Consumer,Sticky Notes Pastel,Office Supplies,6,7.74,46.44,11.5,34.94,East
TXN-10515,2025-09-27,CUST-1141,Corporate,Filing Cabinet 3-Drawer,Furniture,6,149.95,899.7,488.27,411.43,South
TXN-10516,2025-12-17,CUST-1043,Consumer,Executive Wooden Desk,Furniture,3,438.98,1316.94,779.23,537.71,South
TXN-10517,2025-08-03,CUST-1097,Corporate,UltraWide Monitor 34,Technology,1,402.58,402.58,290.7,111.88,South
TXN-10518,2025-11-24,CUST-1057,Consumer,Gel Pens (Pack of 12),Office Supplies,3,14.96,44.88,13.25,31.63,North
TXN-10519,2025-01-18,CUST-1051,Corporate,Smart Bluetooth Speaker,Technology,6,80.09,480.54,239.12,241.42,East
TXN-10520,2025-02-08,CUST-1131,Consumer,UltraWide Monitor 34,Technology,4,416.13,1664.52,1222.26,442.26,South
TXN-10521,2025-01-04,CUST-1001,Home Office,Ergonomic Chair,Furniture,9,251.56,2264.04,1459.17,804.87,North
TXN-10522,2025-10-20,CUST-1112,Consumer,Gel Pens (Pack of 12),Office Supplies,2,15.67,31.34,9.5,21.84,West
TXN-10523,2025-06-10,CUST-1004,Corporate,Pro Laptop 15,Technology,3,1222.11,3666.33,2519.5,1146.83,North
TXN-10524,2025-04-25,CUST-1098,Consumer,Ergonomic Chair,Furniture,4,256.32,1025.28,653.51,371.77,South
TXN-10525,2025-08-04,CUST-1116,Corporate,Standing Desk Frame,Furniture,10,303.57,3035.7,1838.72,1196.98,South
TXN-10526,2025-11-06,CUST-1065,Consumer,Wireless Mouse M2,Technology,5,25.71,128.55,50.66,77.89,North
TXN-10527,2025-03-13,CUST-1060,Consumer,Gel Pens (Pack of 12),Office Supplies,9,15.11,135.99,40.96,95.03,South
TXN-10528,2025-08-15,CUST-1004,Corporate,Gel Pens (Pack of 12),Office Supplies,10,15.72,157.2,47.68,109.52,East
TXN-10530,2025-08-17,CUST-1058,Consumer,Ergonomic Chair,Furniture,9,253.55,2281.95,1475.97,805.98,North
TXN-10531,2025-04-21,CUST-1084,Home Office,Gel Pens (Pack of 12),Office Supplies,4,15.44,61.76,18.33,43.43,East
TXN-10532,2025-03-11,CUST-1141,Home Office,Ergonomic Chair,Furniture,10,244.23,2442.3,1589.94,852.36,North
TXN-10533,2025-04-11,CUST-1027,Corporate,UltraWide Monitor 34,Technology,5,391.17,1955.85,1425.42,530.43,West
TXN-10534,2025-04-24,CUST-1027,Consumer,Filing Cabinet 3-Drawer,Furniture,9,153.54,1381.86,759.33,622.53,East
TXN-10627,2025-03-13,CUST-1149,Home Office,Filing Cabinet 3-Drawer,Furniture,10,153.88,1538.8,856.34,682.46,North
TXN-10535,2025-03-29,CUST-1061,Home Office,Executive Wooden Desk,Furniture,1,442.63,442.63,267.17,175.46,East
TXN-10536,2025-10-03,CUST-1130,Home Office,Pro Laptop 15,Technology,9,1208.27,10874.43,7563.17,3311.26,South
TXN-10537,2025-02-23,CUST-1094,Home Office,Smart Bluetooth Speaker,Technology,1,79.78,79.78,39.2,40.58,East
TXN-10538,2025-05-23,CUST-1146,Home Office,Ergonomic Chair,Furniture,9,244.11,2196.99,1430.24,766.75,East
TXN-10539,2025-05-23,CUST-1009,Home Office,UltraWide Monitor 34,Technology,6,399.34,2396.04,1755.34,640.7,South
TXN-10540,2025-08-12,CUST-1078,Corporate,Wireless Mouse M2,Technology,9,25.36,228.24,92.28,135.96,East
TXN-10541,2025-02-10,CUST-1031,Corporate,Gel Pens (Pack of 12),Office Supplies,3,14.45,43.35,13.14,30.21,East
TXN-10542,2025-03-23,CUST-1019,Home Office,Standing Desk Frame,Furniture,9,297.01,2673.09,1628.98,1044.11,South
TXN-10543,2025-09-11,CUST-1032,Consumer,Executive Wooden Desk,Furniture,1,447.27,447.27,267.91,179.36,West
TXN-10544,2025-12-13,CUST-1003,Consumer,Premium Notebook A5,Office Supplies,10,12.31,123.1,42.36,80.74,West
TXN-10545,2025-05-26,CUST-1041,Home Office,Filing Cabinet 3-Drawer,Furniture,9,149.19,1342.71,743.06,599.65,East
TXN-10547,2025-05-02,CUST-1142,Consumer,Gel Pens (Pack of 12),Office Supplies,7,14.85,103.95,31.1,72.85,South
TXN-10548,2025-05-16,CUST-1014,Corporate,Sticky Notes Pastel,Office Supplies,10,7.72,77.2,19.01,58.19,North
TXN-10549,2025-07-01,CUST-1110,Corporate,Gel Pens (Pack of 12),Office Supplies,3,14.36,43.08,13.06,30.02,South
TXN-10550,2025-12-12,CUST-1064,Home Office,Ergonomic Chair,Furniture,5,245.62,1228.1,804.65,423.45,North
TXN-10551,2025-12-08,CUST-1086,Home Office,UltraWide Monitor 34,Technology,5,401.49,2007.45,1465.64,541.81,East
TXN-10552,2025-06-14,CUST-1110,Home Office,Sticky Notes Pastel,Office Supplies,9,7.97,71.73,18.21,53.52,South
TXN-10553,2025-06-27,CUST-1136,Consumer,Filing Cabinet 3-Drawer,Furniture,3,149.92,449.76,251.42,198.34,West
TXN-10554,2025-04-17,CUST-1027,Corporate,Filing Cabinet 3-Drawer,Furniture,4,152.44,609.76,330.43,279.33,East
TXN-10555,2025-06-08,CUST-1021,Consumer,Ergonomic Chair,Furniture,6,255.95,1535.7,994.67,541.03,West
TXN-10556,2025-12-31,CUST-1057,Home Office,Gel Pens (Pack of 12),Office Supplies,2,14.77,29.54,9.01,20.53,West
TXN-10557,2025-12-16,CUST-1038,Corporate,Standing Desk Frame,Furniture,1,305.65,305.65,183.6,122.05,East
TXN-10558,2025-06-20,CUST-1087,Corporate,Wireless Mouse M2,Technology,5,24.24,121.2,49.06,72.14,North
TXN-10559,2025-03-13,CUST-1022,Home Office,High-Speed USB-C Cable,Technology,6,18.8,112.8,33.17,79.63,North
TXN-10560,2025-11-15,CUST-1136,Corporate,Gel Pens (Pack of 12),Office Supplies,5,15.46,77.3,23.46,53.84,East
TXN-10561,2025-12-22,CUST-1088,Corporate,Executive Wooden Desk,Furniture,1,437.81,437.81,263.52,174.29,East
TXN-10564,2025-06-22,CUST-1108,Home Office,Smart Bluetooth Speaker,Technology,5,83.93,419.65,207.52,212.13,West
TXN-10565,2025-11-12,CUST-1113,Home Office,Wireless Mouse M2,Technology,4,25.01,100.04,40.74,59.3,North
TXN-10566,2025-07-24,CUST-1038,Corporate,Premium Notebook A5,Office Supplies,5,12.13,60.65,21.43,39.22,South
TXN-10567,2025-06-13,CUST-1106,Home Office,UltraWide Monitor 34,Technology,2,388.57,777.14,569.49,207.65,West
TXN-10568,2025-05-18,CUST-1061,Home Office,Gel Pens (Pack of 12),Office Supplies,3,15.21,45.63,13.77,31.86,North
TXN-10569,2025-11-26,CUST-1014,Home Office,Filing Cabinet 3-Drawer,Furniture,10,157.04,1570.4,856.5,713.9,East
TXN-10570,2025-11-06,CUST-1080,Consumer,Filing Cabinet 3-Drawer,Furniture,9,156.32,1406.88,769.0,637.88,West
TXN-10572,2025-08-24,CUST-1107,Corporate,Pro Laptop 15,Technology,7,1173.82,8216.74,5661.33,2555.41,West
TXN-10573,2025-03-28,CUST-1034,Home Office,Gel Pens (Pack of 12),Office Supplies,4,14.88,59.52,18.16,41.36,West
TXN-10574,2025-07-17,CUST-1067,Corporate,High-Speed USB-C Cable,Technology,1,17.25,17.25,5.08,12.17,East
TXN-10575,2025-12-30,CUST-1032,Home Office,Smart Bluetooth Speaker,Technology,8,80.09,640.72,318.76,321.96,South
TXN-10576,2025-04-25,CUST-1040,Home Office,Smart Bluetooth Speaker,Technology,5,79.54,397.7,201.47,196.23,West
TXN-10577,2025-10-09,CUST-1071,Consumer,Ergonomic Chair,Furniture,10,240.77,2407.7,1593.42,814.28,North
TXN-10578,2025-09-11,CUST-1101,Corporate,Pro Laptop 15,Technology,7,1166.82,8167.74,5704.35,2463.39,South
TXN-10579,2025-12-21,CUST-1044,Corporate,Gel Pens (Pack of 12),Office Supplies,2,15.15,30.3,9.02,21.28,West
TXN-10580,2025-12-09,CUST-1140,Consumer,High-Speed USB-C Cable,Technology,5,18.47,92.35,27.25,65.1,South
TXN-10581,2025-05-22,CUST-1013,Home Office,Smart Bluetooth Speaker,Technology,7,80.09,560.63,279.42,281.21,North
TXN-10582,2025-10-08,CUST-1037,Consumer,UltraWide Monitor 34,Technology,8,417.28,3338.24,2412.55,925.69,West
TXN-10583,2025-09-17,CUST-1073,Corporate,Smart Bluetooth Speaker,Technology,6,77.01,462.06,231.49,230.57,East
TXN-10584,2025-11-23,CUST-1071,Home Office,High-Speed USB-C Cable,Technology,1,17.25,17.25,5.07,12.18,North
TXN-10585,2025-03-21,CUST-1042,Corporate,Executive Wooden Desk,Furniture,5,463.79,2318.95,1405.75,913.2,South
TXN-10587,2025-11-16,CUST-1112,Corporate,Pro Laptop 15,Technology,2,1165.98,2331.96,1619.08,712.88,East
TXN-10588,2025-04-14,CUST-1140,Consumer,Wireless Mouse M2,Technology,6,24.28,145.68,57.56,88.12,East
TXN-10589,2025-07-07,CUST-1049,Home Office,Ergonomic Chair,Furniture,10,256.55,2565.5,1653.72,911.78,South
TXN-10590,2025-10-16,CUST-1129,Corporate,Wireless Mouse M2,Technology,5,25.83,129.15,52.47,76.68,North
TXN-10591,2025-09-07,CUST-1140,Consumer,Pro Laptop 15,Technology,1,1189.5,1189.5,825.51,363.99,South
TXN-10592,2025-11-30,CUST-1136,Home Office,Smart Bluetooth Speaker,Technology,6,79.77,478.62,239.98,238.64,West
TXN-10593,2025-11-11,CUST-1086,Corporate,Gel Pens (Pack of 12),Office Supplies,10,15.7,157.0,46.82,110.18,West
TXN-10594,2025-11-29,CUST-1120,Home Office,Wireless Mouse M2,Technology,5,25.76,128.8,50.59,78.21,West
TXN-10596,2025-02-24,CUST-1120,Corporate,Pro Laptop 15,Technology,4,1173.42,4693.68,3243.8,1449.88,West
TXN-10597,2025-09-15,CUST-1111,Home Office,Pro Laptop 15,Technology,7,1254.19,8779.33,6129.73,2649.6,East
TXN-10598,2025-12-22,CUST-1018,Corporate,Sticky Notes Pastel,Office Supplies,6,8.37,50.22,12.69,37.53,South
TXN-10599,2025-04-06,CUST-1001,Home Office,Wireless Mouse M2,Technology,5,25.47,127.35,51.51,75.84,East
TXN-10600,2025-01-19,CUST-1047,Home Office,Sticky Notes Pastel,Office Supplies,5,7.87,39.35,9.72,29.63,North
TXN-10601,2025-12-12,CUST-1003,Corporate,UltraWide Monitor 34,Technology,10,380.15,3801.5,2756.47,1045.03,South
TXN-10602,2025-06-29,CUST-1129,Consumer,Pro Laptop 15,Technology,6,1205.15,7230.9,4982.09,2248.81,North
TXN-10603,2025-01-15,CUST-1134,Consumer,Filing Cabinet 3-Drawer,Furniture,9,152.73,1374.57,747.63,626.94,East
TXN-10604,2025-07-01,CUST-1100,Home Office,Pro Laptop 15,Technology,10,1147.59,11475.9,7897.71,3578.19,East
TXN-10605,2025-07-04,CUST-1100,Consumer,UltraWide Monitor 34,Technology,2,380.11,760.22,552.15,208.07,North
TXN-10606,2025-08-16,CUST-1129,Consumer,Standing Desk Frame,Furniture,7,289.6,2027.2,1238.21,788.99,West
TXN-10607,2025-01-27,CUST-1141,Corporate,Ergonomic Chair,Furniture,1,261.17,261.17,167.33,93.84,North
TXN-10608,2025-04-03,CUST-1125,Home Office,Gel Pens (Pack of 12),Office Supplies,5,15.69,78.45,23.82,54.63,East
TXN-10609,2025-01-17,CUST-1056,Corporate,UltraWide Monitor 34,Technology,10,405.14,4051.4,2922.68,1128.72,West
TXN-10610,2025-11-05,CUST-1061,Home Office,Filing Cabinet 3-Drawer,Furniture,5,145.24,726.2,392.73,333.47,South
TXN-11399,2025-10-09,CUST-1112,Consumer,Standing Desk Frame,Furniture,6,303.43,1820.58,1108.73,711.85,East
TXN-10611,2025-04-14,CUST-1031,Consumer,Standing Desk Frame,Furniture,9,309.81,2788.29,1689.7,1098.59,North
TXN-10612,2025-07-25,CUST-1104,Consumer,Pro Laptop 15,Technology,10,1153.0,11530.0,8202.44,3327.56,East
TXN-10613,2025-11-08,CUST-1037,Consumer,Sticky Notes Pastel,Office Supplies,4,8.09,32.36,7.97,24.39,East
TXN-10616,2025-03-21,CUST-1034,Consumer,Ergonomic Chair,Furniture,4,261.44,1045.76,680.27,365.49,East
TXN-10618,2025-01-06,CUST-1056,Home Office,Premium Notebook A5,Office Supplies,2,12.07,24.14,8.45,15.69,West
TXN-10619,2025-03-16,CUST-1119,Consumer,Wireless Mouse M2,Technology,2,24.0,48.0,19.16,28.84,West
TXN-10620,2025-08-28,CUST-1134,Corporate,Gel Pens (Pack of 12),Office Supplies,2,14.69,29.38,8.81,20.57,West
TXN-10621,2025-04-06,CUST-1081,Consumer,Standing Desk Frame,Furniture,10,291.33,2913.3,1715.06,1198.24,East
TXN-10622,2025-03-04,CUST-1139,Consumer,Smart Bluetooth Speaker,Technology,7,83.27,582.89,287.48,295.41,West
TXN-10624,2025-04-27,CUST-1019,Corporate,UltraWide Monitor 34,Technology,3,393.89,1181.67,863.8,317.87,West
TXN-10625,2025-04-03,CUST-1126,Consumer,Ergonomic Chair,Furniture,5,257.42,1287.1,827.35,459.75,North
TXN-10626,2025-04-06,CUST-1148,Home Office,Gel Pens (Pack of 12),Office Supplies,7,15.56,108.92,33.06,75.86,East
TXN-10628,2025-03-10,CUST-1141,Home Office,Standing Desk Frame,Furniture,2,289.38,578.76,342.57,236.19,North
TXN-10630,2025-06-17,CUST-1127,Corporate,Ergonomic Chair,Furniture,7,242.42,1696.94,1105.73,591.21,East
TXN-10631,2025-11-29,CUST-1001,Consumer,Sticky Notes Pastel,Office Supplies,5,8.33,41.65,10.34,31.31,North
TXN-10632,2025-07-15,CUST-1076,Home Office,Filing Cabinet 3-Drawer,Furniture,7,152.44,1067.08,577.82,489.26,East
TXN-10633,2025-12-22,CUST-1043,Consumer,Ergonomic Chair,Furniture,4,251.54,1006.16,661.65,344.51,South
TXN-10634,2025-03-02,CUST-1105,Home Office,UltraWide Monitor 34,Technology,7,399.46,2796.22,2006.85,789.37,West
TXN-10635,2025-02-04,CUST-1033,Corporate,Wireless Mouse M2,Technology,7,24.55,171.85,69.43,102.42,East
TXN-10636,2025-01-17,CUST-1081,Consumer,Gel Pens (Pack of 12),Office Supplies,5,14.77,73.85,22.05,51.8,West
TXN-10637,2025-10-03,CUST-1013,Consumer,Premium Notebook A5,Office Supplies,5,11.78,58.9,20.34,38.56,East
TXN-10638,2025-01-30,CUST-1113,Home Office,Executive Wooden Desk,Furniture,3,471.97,1415.91,834.68,581.23,East
TXN-10639,2025-06-17,CUST-1008,Corporate,High-Speed USB-C Cable,Technology,8,18.86,150.88,44.65,106.23,North
TXN-10640,2025-05-19,CUST-1044,Consumer,Gel Pens (Pack of 12),Office Supplies,6,15.66,93.96,28.17,65.79,West
TXN-10641,2025-01-11,CUST-1032,Consumer,UltraWide Monitor 34,Technology,6,414.13,2484.78,1782.83,701.95,West
TXN-10642,2025-11-19,CUST-1116,Corporate,Ergonomic Chair,Furniture,8,246.77,1974.16,1282.02,692.14,North
TXN-10644,2025-03-06,CUST-1021,Consumer,Executive Wooden Desk,Furniture,3,467.42,1402.26,843.32,558.94,East
TXN-10645,2025-03-24,CUST-1018,Consumer,Premium Notebook A5,Office Supplies,3,11.77,35.31,12.34,22.97,West
TXN-10646,2025-01-31,CUST-1086,Home Office,Gel Pens (Pack of 12),Office Supplies,8,14.3,114.4,34.09,80.31,South
TXN-10647,2025-04-08,CUST-1149,Home Office,UltraWide Monitor 34,Technology,4,395.45,1581.8,1140.95,440.85,South
TXN-10648,2025-05-11,CUST-1063,Corporate,Premium Notebook A5,Office Supplies,7,11.76,82.32,28.93,53.39,North
TXN-10649,2025-03-04,CUST-1116,Corporate,Wireless Mouse M2,Technology,8,25.56,204.48,80.57,123.91,West
TXN-10650,2025-02-15,CUST-1005,Corporate,Standing Desk Frame,Furniture,9,290.28,2612.52,1544.26,1068.26,North
TXN-10651,2025-11-03,CUST-1074,Corporate,Premium Notebook A5,Office Supplies,9,11.67,105.03,36.12,68.91,West
TXN-10653,2025-12-05,CUST-1145,Home Office,Sticky Notes Pastel,Office Supplies,10,8.1,81.0,20.15,60.85,West
TXN-11281,2025-12-14,CUST-1115,Consumer,Sticky Notes Pastel,Office Supplies,1,8.25,8.25,2.07,6.18,North
TXN-10655,2025-09-28,CUST-1022,Corporate,UltraWide Monitor 34,Technology,10,418.85,4188.5,3023.26,1165.24,West
TXN-10656,2025-05-22,CUST-1085,Consumer,Wireless Mouse M2,Technology,4,25.89,103.56,41.47,62.09,West
TXN-10657,2025-10-30,CUST-1051,Corporate,High-Speed USB-C Cable,Technology,6,18.24,109.44,32.51,76.93,West
TXN-10658,2025-01-12,CUST-1006,Corporate,Gel Pens (Pack of 12),Office Supplies,6,14.51,87.06,26.54,60.52,South
TXN-10659,2025-09-27,CUST-1081,Consumer,Executive Wooden Desk,Furniture,4,449.05,1796.2,1096.4,699.8,West
TXN-10660,2025-03-16,CUST-1104,Home Office,Pro Laptop 15,Technology,3,1208.37,3625.11,2544.46,1080.65,West
TXN-10661,2025-01-01,CUST-1092,Home Office,Ergonomic Chair,Furniture,2,238.29,476.58,315.73,160.85,East
TXN-10662,2025-03-05,CUST-1141,Consumer,Wireless Mouse M2,Technology,5,25.33,126.65,51.46,75.19,North
TXN-10663,2025-09-05,CUST-1097,Corporate,Pro Laptop 15,Technology,5,1160.21,5801.05,4111.2,1689.85,North
TXN-10664,2025-01-01,CUST-1103,Home Office,Standing Desk Frame,Furniture,3,300.42,901.26,534.09,367.17,North
TXN-10665,2025-11-15,CUST-1149,Corporate,Wireless Mouse M2,Technology,9,25.33,227.97,90.03,137.94,South
TXN-10666,2025-11-07,CUST-1112,Home Office,Premium Notebook A5,Office Supplies,1,12.11,12.11,4.17,7.94,East
TXN-10667,2025-04-16,CUST-1087,Home Office,Gel Pens (Pack of 12),Office Supplies,5,15.23,76.15,23.08,53.07,East
TXN-10668,2025-08-26,CUST-1007,Consumer,Ergonomic Chair,Furniture,6,242.89,1457.34,944.36,512.98,North
TXN-10669,2025-09-23,CUST-1134,Corporate,Pro Laptop 15,Technology,3,1225.26,3675.78,2533.35,1142.43,West
TXN-10670,2025-12-09,CUST-1146,Corporate,Standing Desk Frame,Furniture,7,291.8,2042.6,1240.47,802.13,North
TXN-10671,2025-03-28,CUST-1104,Home Office,Sticky Notes Pastel,Office Supplies,7,8.13,56.91,14.14,42.77,North
TXN-10672,2025-11-30,CUST-1054,Consumer,Sticky Notes Pastel,Office Supplies,2,8.32,16.64,4.12,12.52,North
TXN-10674,2025-08-30,CUST-1121,Corporate,UltraWide Monitor 34,Technology,6,386.51,2319.06,1688.97,630.09,South
TXN-10677,2025-07-08,CUST-1068,Home Office,UltraWide Monitor 34,Technology,7,415.31,2907.17,2068.16,839.01,West
TXN-10678,2025-04-05,CUST-1144,Home Office,Smart Bluetooth Speaker,Technology,3,78.28,234.84,117.19,117.65,East
TXN-10679,2025-05-26,CUST-1029,Consumer,High-Speed USB-C Cable,Technology,2,18.49,36.98,11.09,25.89,West
TXN-10681,2025-10-27,CUST-1004,Corporate,Wireless Mouse M2,Technology,8,25.76,206.08,80.85,125.23,North
TXN-10682,2025-01-15,CUST-1013,Home Office,UltraWide Monitor 34,Technology,8,418.01,3344.08,2364.93,979.15,East
TXN-10684,2025-05-25,CUST-1050,Consumer,Ergonomic Chair,Furniture,6,243.82,1462.92,954.7,508.22,South
TXN-10685,2025-09-25,CUST-1091,Consumer,Gel Pens (Pack of 12),Office Supplies,5,15.54,77.7,23.01,54.69,East
TXN-10688,2025-12-09,CUST-1113,Consumer,Premium Notebook A5,Office Supplies,9,12.31,110.79,38.73,72.06,West
TXN-10690,2025-03-11,CUST-1117,Corporate,Ergonomic Chair,Furniture,6,240.24,1441.44,951.78,489.66,West
TXN-10691,2025-01-14,CUST-1070,Corporate,Executive Wooden Desk,Furniture,10,450.45,4504.5,2734.23,1770.27,West
TXN-10692,2025-06-07,CUST-1012,Home Office,UltraWide Monitor 34,Technology,10,418.08,4180.8,2963.77,1217.03,East
TXN-10693,2025-01-08,CUST-1069,Home Office,Ergonomic Chair,Furniture,9,248.31,2234.79,1450.16,784.63,North
TXN-10694,2025-05-26,CUST-1090,Home Office,UltraWide Monitor 34,Technology,2,402.39,804.78,578.96,225.82,North
TXN-10696,2025-02-19,CUST-1041,Consumer,Ergonomic Chair,Furniture,7,240.1,1680.7,1095.98,584.72,East
TXN-10697,2025-12-20,CUST-1020,Corporate,Ergonomic Chair,Furniture,5,244.25,1221.25,802.61,418.64,North
TXN-10698,2025-05-30,CUST-1122,Consumer,Standing Desk Frame,Furniture,6,294.96,1769.76,1063.45,706.31,North
TXN-10699,2025-08-12,CUST-1050,Home Office,High-Speed USB-C Cable,Technology,2,17.25,34.5,10.24,24.26,East
TXN-10700,2025-02-28,CUST-1074,Consumer,Gel Pens (Pack of 12),Office Supplies,2,15.01,30.02,8.83,21.19,North
TXN-10701,2025-08-24,CUST-1102,Corporate,High-Speed USB-C Cable,Technology,6,18.21,109.26,33.06,76.2,North
TXN-10702,2025-02-16,CUST-1013,Corporate,Sticky Notes Pastel,Office Supplies,4,8.0,32.0,8.01,23.99,East
TXN-10703,2025-06-17,CUST-1062,Consumer,UltraWide Monitor 34,Technology,2,380.17,760.34,554.52,205.82,West
TXN-10704,2025-01-19,CUST-1019,Corporate,UltraWide Monitor 34,Technology,10,393.87,3938.7,2825.62,1113.08,North
