Transaction_ID,Date,Customer_ID,Segment,Product_Name,Category,Quantity,Unit_Price,Cost_Percentage,Region
TXN-10497,2025-09-22,CUST-1090,Home Office,Gel Pens (Pack of 12),off_supplies,1,14.67,0.3034,east
TXN-10498,2025-01-04,CUST-1075,Corporate,Pro Laptop 15,Technology,7,1154.12,0.6874,East
TXN-10499,2025-03-24,CUST-1104,Home Office,Premium Notebook A5,Office supplies,6,11.58,0.354,North
TXN-10500,2025-04-21,CUST-1141,Corporate,Ergonomic Chair,Furniture  ,2,251.15,0.6454,East
TXN-10501,2025-01-07,CUST-1100,Consumer,UltraWide Monitor 34,TECHNOLOGY,7,409.12,0.719,South
TXN-10502,2025-10-27,CUST-1040,Consumer,Premium Notebook A5,Office supplies,5,12.0,0.3499,North
TXN-10503,2025-12-12,CUST-1018,Home Office,Standing Desk Frame,Furniture  ,2,285.15,0.5903,West
TXN-10504,2025/07/02,CUST-1009,Consumer,UltraWide Monitor 34,Tech,8,387.57,0.7214, East 
TXN-10505,2025-07-04,CUST-1112,Consumer,Filing Cabinet 3-Drawer,FURNITURE,6,145.94,0.5432,NORTH
TXN-10506,2025-06-01,CUST-1039,Corporate,Ergonomic Chair,Furniture  ,10,260.52,0.6588,WEST
TXN-10507,2025-01-14,CUST-1045,Home Office,Wireless Mouse M2,Tech,2,24.81,0.4021, East 
TXN-10508,16/06/2025,CUST-1095,Corporate,Premium Notebook A5,OFFICE SUPPLIES,2,12.42,0.344,north
TXN-10509,,CUST-1062,Corporate,Wireless Mouse M2,Tech,5,23.87,0.4078,NORTH
TXN-10510,2025-01-30,CUST-1019,Consumer,Smart Bluetooth Speaker,  Technology ,3,0.0,0.5077,west
TXN-10511,2025-04-18,CUST-1003,Consumer,High-Speed USB-C Cable,Technology,2,17.29,0.2948,WEST
TXN-10512,2025/05/10,CUST-1046,Consumer,Filing Cabinet 3-Drawer,Furniture,7,155.57,0.5526,south
TXN-10513,2025-01-09,CUST-1077,Consumer,Filing Cabinet 3-Drawer,furniture,5,148.98,0.5548,EAST
TXN-10514,2025-11-27,CUST-1059,Consumer,Sticky Notes Pastel,off_supplies,6,7.74,0.2477, East 
TXN-10515,2025-09-27,CUST-1141,Corporate,Filing Cabinet 3-Drawer,Furniture,6,,0.5427,south
TXN-10516,2025-12-17,CUST-1043,Consumer,Executive Wooden Desk,FURNITURE,3,438.98,0.5917,South
TXN-10517,2025-08-03,CUST-1097,Corporate,UltraWide Monitor 34,Tech,1,402.58,0.7221,South
TXN-10518,2025-11-24,CUST-1057,Consumer,Gel Pens (Pack of 12),Office supplies,3,14.96,0.2953,north
TXN-10519,2025-01-18,CUST-1051,Corporate,Smart Bluetooth Speaker,TECHNOLOGY,6,,0.4976,EAST
TXN-10520,08/02/2025,CUST-1131,Consumer,UltraWide Monitor 34,Technology,4,416.13,0.7343,South
TXN-10521,2025-01-04,CUST-1001,Home Office,Ergonomic Chair,FURNITURE,9,251.56,0.6445,NORTH
TXN-10522,2025-10-20,CUST-1112,Consumer,Gel Pens (Pack of 12),Office supplies,2,15.67,0.3032,WEST
TXN-10523,2025-06-10,CUST-1004,Corporate,Pro Laptop 15,Technology,3,1222.11,0.6872,NORTH
TXN-10524,2025/04/25,CUST-1098,Consumer,Ergonomic Chair,Furniture  ,4,256.32,0.6374,South
TXN-10525,2025-08-04,CUST-1116,Corporate,Standing Desk Frame,FURNITURE,10,303.57,0.6057,South
TXN-10526,06/11/2025,CUST-1065,Consumer,Wireless Mouse M2,  Technology ,5,25.71,0.3941,North
TXN-10527,13/03/2025,CUST-1060,Consumer,Gel Pens (Pack of 12),Office supplies,9,15.11,0.3012,south
TXN-10528,2025-08-15,CUST-1004,Corporate,Gel Pens (Pack of 12),Office supplies,10,15.72,0.3033,EAST
TXN-10529,2025-09-17,CUST-1041,Corporate,Sticky Notes Pastel,off_supplies,7,8.32,0.2474,south
TXN-10530,17/08/2025,CUST-1058,Consumer,Ergonomic Chair,Furniture,9,253.55,0.6468,north
TXN-10531,2025-04-21,CUST-1084,Home Office,Gel Pens (Pack of 12),OFFICE SUPPLIES,4,15.44,0.2968,east
TXN-10532,2025-03-11,CUST-1141,Home Office,Ergonomic Chair,furniture,10,244.23,0.651,North
TXN-10533,2025-04-11,CUST-1027,Corporate,UltraWide Monitor 34,TECHNOLOGY,5,391.17,0.7288,West
TXN-10534,2025-04-24,CUST-1027,Consumer,Filing Cabinet 3-Drawer,FURNITURE,9,153.54,0.5495,EAST
TXN-10324,2025-05-01,CUST-1094,Home Office,Pro Laptop 15,Technology,,1197.91,0.6967,east
TXN-10627,2025-03-13,CUST-1149,Home Office,Filing Cabinet 3-Drawer,furniture,10,153.88,0.5565,north
TXN-10535,2025-03-29,CUST-1061,Home Office,Executive Wooden Desk,furniture,1,442.63,0.6036, East 
TXN-10536,2025-10-03,CUST-1130,Home Office,Pro Laptop 15,TECHNOLOGY,9,1208.27,0.6955,South
TXN-10537,2025-02-23,CUST-1094,Home Office,Smart Bluetooth Speaker,  Technology ,1,79.78,0.4914,east
TXN-10538,2025-05-23,CUST-1146,Home Office,Ergonomic Chair,FURNITURE,9,244.11,0.651, East 
TXN-10539,2025-05-23,CUST-1009,Home Office,UltraWide Monitor 34,Tech,6,399.34,0.7326,South
TXN-10540,12/08/2025,CUST-1078,Corporate,Wireless Mouse M2,Tech,9,25.36,0.4043,East
TXN-10541,2025-02-10,CUST-1031,Corporate,Gel Pens (Pack of 12),Office Supplies,3,14.45,0.3031,East
TXN-10542,2025-03-23,CUST-1019,Home Office,Standing Desk Frame,Furniture  ,9,297.01,0.6094,SOUTH
TXN-10543,2025-09-11,CUST-1032,Consumer,Executive Wooden Desk,Furniture  ,1,447.27,0.599,west
TXN-10544,2025-12-13,CUST-1003,Consumer,Premium Notebook A5,Office Supplies,10,12.31,0.3441,West
TXN-10545,2025-05-26,CUST-1041,Home Office,Filing Cabinet 3-Drawer,Furniture  ,9,149.19,0.5534,east
TXN-10546,2025/11/15,CUST-1132,Home Office,Filing Cabinet 3-Drawer,Furniture  ,-1,150.95,0.5575, East 
TXN-10547,2025-05-02,CUST-1142,Consumer,Gel Pens (Pack of 12),Office Supplies,7,14.85,0.2992,south
TXN-10548,16/05/2025,CUST-1014,Corporate,Sticky Notes Pastel,Office Supplies,10,7.72,0.2462,North
TXN-10549,01/07/2025,CUST-1110,Corporate,Gel Pens (Pack of 12),off_supplies,3,14.36,0.3031,SOUTH
TXN-10550,2025-12-12,CUST-1064,Home Office,Ergonomic Chair,Furniture  ,5,245.62,0.6552,north
TXN-10551,2025-12-08,CUST-1086,Home Office,UltraWide Monitor 34,TECHNOLOGY,5,401.49,0.7301,east
TXN-10552,2025-06-14,CUST-1110,Home Office,Sticky Notes Pastel,Office Supplies,9,7.97,0.2538,south
TXN-10553,2025-06-27,CUST-1136,Consumer,Filing Cabinet 3-Drawer,FURNITURE,3,149.92,0.559,west
TXN-10554,2025-04-17,CUST-1027,Corporate,Filing Cabinet 3-Drawer,furniture,4,152.44,0.5419,East
TXN-10555,2025-06-08,CUST-1021,Consumer,Ergonomic Chair,Furniture  ,6,255.95,0.6477,west
TXN-10556,2025/12/31,CUST-1057,Home Office,Gel Pens (Pack of 12),off_supplies,2,14.77,0.3049,WEST
TXN-10557,2025-12-16,CUST-1038,Corporate,Standing Desk Frame,FURNITURE,1,305.65,0.6007,east
TXN-10558,2025-06-20,CUST-1087,Corporate,Wireless Mouse M2,Tech,5,24.24,0.4048,NORTH
TXN-10559,13/03/2025,CUST-1022,Home Office,High-Speed USB-C Cable,Tech,6,18.8,0.2941,North
TXN-10560,2025-11-15,CUST-1136,Corporate,Gel Pens (Pack of 12),Office Supplies,5,15.46,0.3035,east
TXN-10561,2025-12-22,CUST-1088,Corporate,Executive Wooden Desk,FURNITURE,1,437.81,0.6019,east
TXN-10562,,CUST-1057,Consumer,Pro Laptop 15,Technology,6,1190.59,0.6924,east
TXN-10563,2025-07-16,CUST-1038,Consumer,Sticky Notes Pastel,off_supplies,,7.79,0.2508,SOUTH
TXN-10564,2025/06/22,CUST-1108,Home Office,Smart Bluetooth Speaker,Tech,5,83.93,0.4945,WEST
TXN-10565,12/11/2025,CUST-1113,Home Office,Wireless Mouse M2,  Technology ,4,25.01,0.4072,NORTH
TXN-10566,2025-07-24,CUST-1038,Corporate,Premium Notebook A5,Office Supplies,5,12.13,0.3533,south
TXN-10567,2025-06-13,CUST-1106,Home Office,UltraWide Monitor 34,  Technology ,2,388.57,0.7328,West
TXN-10568,2025/05/18,CUST-1061,Home Office,Gel Pens (Pack of 12),Office supplies,3,15.21,0.3018,north
TXN-10569,2025-11-26,CUST-1014,Home Office,Filing Cabinet 3-Drawer,Furniture  ,10,157.04,0.5454, East 
TXN-10570,2025-11-06,CUST-1080,Consumer,Filing Cabinet 3-Drawer,FURNITURE,9,156.32,0.5466,west
TXN-10571,2025-06-21,CUST-1001,Consumer,High-Speed USB-C Cable,Tech,-2,17.23,0.2948,WEST
TXN-10572,2025-08-24,CUST-1107,Corporate,Pro Laptop 15,TECHNOLOGY,7,1173.82,0.689,WEST
TXN-10573,2025-03-28,CUST-1034,Home Office,Gel Pens (Pack of 12),Office Supplies,4,14.88,0.3051,WEST
TXN-10574,2025-07-17,CUST-1067,Corporate,High-Speed USB-C Cable,TECHNOLOGY,1,17.25,0.2945,East
TXN-10575,2025-12-30,CUST-1032,Home Office,Smart Bluetooth Speaker,Tech,8,,0.4975,SOUTH
TXN-10576,2025-04-25,CUST-1040,Home Office,Smart Bluetooth Speaker,  Technology ,5,79.54,0.5066,WEST
TXN-10577,2025-10-09,CUST-1071,Consumer,Ergonomic Chair,Furniture  ,10,240.77,0.6618,North
TXN-10578,2025-09-11,CUST-1101,Corporate,Pro Laptop 15,Technology,7,1166.82,0.6984,south
TXN-10579,2025-12-21,CUST-1044,Corporate,Gel Pens (Pack of 12),Office Supplies,2,15.15,0.2977,west
TXN-10580,2025-12-09,CUST-1140,Consumer,High-Speed USB-C Cable,TECHNOLOGY,5,18.47,0.2951,south
TXN-10581,2025/05/22,CUST-1013,Home Office,Smart Bluetooth Speaker,  Technology ,7,0.0,0.4984,north
TXN-10582,2025-10-08,CUST-1037,Consumer,UltraWide Monitor 34,Technology,8,417.28,0.7227,West
TXN-10583,17/09/2025,CUST-1073,Corporate,Smart Bluetooth Speaker,Tech,6,77.01,0.501, East 
TXN-10584,23/11/2025,CUST-1071,Home Office,High-Speed USB-C Cable,TECHNOLOGY,1,17.25,0.2942,north
TXN-10585,21/03/2025,CUST-1042,Corporate,Executive Wooden Desk,Furniture,5,463.79,0.6062,SOUTH
TXN-10586,INVALID_DATE,CUST-1140,Corporate,Sticky Notes Pastel,Office Supplies,5,7.95,0.2485,WEST
TXN-10587,2025-11-16,CUST-1112,Corporate,Pro Laptop 15,TECHNOLOGY,2,1165.98,0.6943,East
TXN-10588,2025-04-14,CUST-1140,Consumer,Wireless Mouse M2,TECHNOLOGY,6,24.28,0.3951,EAST
TXN-10589,2025-07-07,CUST-1049,Home Office,Ergonomic Chair,Furniture,10,256.55,0.6446,south
TXN-10590,2025/10/16,CUST-1129,Corporate,Wireless Mouse M2,  Technology ,5,25.83,0.4063,NORTH
TXN-10591,2025-09-07,CUST-1140,Consumer,Pro Laptop 15,  Technology ,1,1189.5,0.694,south
TXN-10592,2025/11/30,CUST-1136,Home Office,Smart Bluetooth Speaker,Tech,6,79.77,0.5014,West
TXN-10593,2025-11-11,CUST-1086,Corporate,Gel Pens (Pack of 12),Office supplies,10,15.7,0.2982,West
TXN-10594,2025-11-29,CUST-1120,Home Office,Wireless Mouse M2,  Technology ,5,25.76,0.3928,West
TXN-10595,2025/06/16,CUST-1070,Consumer,Filing Cabinet 3-Drawer,Furniture,,144.68,0.5472,west
TXN-10596,2025-02-24,CUST-1120,Corporate,Pro Laptop 15,Technology,4,1173.42,0.6911,west
TXN-10597,15/09/2025,CUST-1111,Home Office,Pro Laptop 15,  Technology ,7,1254.19,0.6982, East 
TXN-10598,22/12/2025,CUST-1018,Corporate,Sticky Notes Pastel,Office supplies,6,8.37,0.2527,SOUTH
TXN-10599,06/04/2025,CUST-1001,Home Office,Wireless Mouse M2,Tech,5,25.47,0.4045,east
TXN-10600,2025-01-19,CUST-1047,Home Office,Sticky Notes Pastel,off_supplies,5,7.87,0.2471,north
TXN-10601,2025-12-12,CUST-1003,Corporate,UltraWide Monitor 34,  Technology ,10,380.15,0.7251,SOUTH
TXN-10602,2025-06-29,CUST-1129,Consumer,Pro Laptop 15,  Technology ,6,1205.15,0.689,NORTH
TXN-10603,15/01/2025,CUST-1134,Consumer,Filing Cabinet 3-Drawer,furniture,9,152.73,0.5439,east
TXN-10604,2025-07-01,CUST-1100,Home Office,Pro Laptop 15,Technology,10,1147.59,0.6882,EAST
TXN-10605,2025-07-04,CUST-1100,Consumer,UltraWide Monitor 34,Technology,2,380.11,0.7263,NORTH
TXN-10606,2025-08-16,CUST-1129,Consumer,Standing Desk Frame,Furniture,7,289.6,0.6108,West
TXN-10607,2025-01-27,CUST-1141,Corporate,Ergonomic Chair,Furniture  ,1,261.17,0.6407,North
TXN-10608,2025-04-03,CUST-1125,Home Office,Gel Pens (Pack of 12),OFFICE SUPPLIES,5,15.69,0.3036,East
TXN-10609,17/01/2025,CUST-1056,Corporate,UltraWide Monitor 34,Tech,10,405.14,0.7214,West
TXN-10610,2025-11-05,CUST-1061,Home Office,Filing Cabinet 3-Drawer,furniture,5,145.24,0.5408,SOUTH
TXN-11399,2025-10-09,CUST-1112,Consumer,Standing Desk Frame,Furniture,6,303.43,0.609, East 
TXN-10611,2025-04-14,CUST-1031,Consumer,Standing Desk Frame,furniture,9,309.81,0.606,NORTH
TXN-10612,25/07/2025,CUST-1104,Consumer,Pro Laptop 15,Tech,10,1153.0,0.7114,east
TXN-10613,2025-11-08,CUST-1037,Consumer,Sticky Notes Pastel,Office Supplies,4,8.09,0.2462,EAST
TXN-10614,2025-10-19,CUST-1139,Corporate,Gel Pens (Pack of 12),OFFICE SUPPLIES,-5,15.17,0.3005,NORTH
TXN-10615,2025-10-27,CUST-1010,Consumer,UltraWide Monitor 34,Technology,,0.0,0.708, East 
TXN-10616,2025-03-21,CUST-1034,Consumer,Ergonomic Chair,furniture,4,261.44,0.6505, East 
TXN-10617,2025-08-23,CUST-1116,Home Office,Sticky Notes Pastel,Office supplies,,7.98,0.2534,South
TXN-10618,2025-01-06,CUST-1056,Home Office,Premium Notebook A5,Office Supplies,2,12.07,0.3502,West
TXN-10619,2025-03-16,CUST-1119,Consumer,Wireless Mouse M2,TECHNOLOGY,2,24.0,0.3991,West
TXN-10620,2025-08-28,CUST-1134,Corporate,Gel Pens (Pack of 12),OFFICE SUPPLIES,2,14.69,0.2997,West
TXN-10621,2025-04-06,CUST-1081,Consumer,Standing Desk Frame,Furniture  ,10,291.33,0.5887,east
TXN-10622,2025-03-04,CUST-1139,Consumer,Smart Bluetooth Speaker,Tech,7,83.27,0.4932,West
TXN-10623,,CUST-1087,Home Office,UltraWide Monitor 34,Technology,5,395.97,0.7284,EAST
TXN-10624,27/04/2025,CUST-1019,Corporate,UltraWide Monitor 34,Technology,3,393.89,0.731,WEST
TXN-10625,2025-04-03,CUST-1126,Consumer,Ergonomic Chair,Furniture,5,257.42,0.6428,NORTH
TXN-10626,2025-04-06,CUST-1148,Home Office,Gel Pens (Pack of 12),Office supplies,7,15.56,0.3035,East
TXN-10627,2025-03-13,CUST-1149,Home Office,Filing Cabinet 3-Drawer,furniture,10,153.88,0.5565,north
TXN-10628,2025/03/10,CUST-1141,Home Office,Standing Desk Frame,Furniture,2,289.38,0.5919,North
TXN-10629,2025-10-04,CUST-1049,Home Office,Gel Pens (Pack of 12),Office Supplies,-5,,0.3027,east
TXN-10630,2025-06-17,CUST-1127,Corporate,Ergonomic Chair,Furniture,7,242.42,0.6516,East
TXN-10631,2025-11-29,CUST-1001,Consumer,Sticky Notes Pastel,Office supplies,5,8.33,0.2482,north
TXN-10632,2025/07/15,CUST-1076,Home Office,Filing Cabinet 3-Drawer,furniture,7,152.44,0.5415,east
TXN-10633,2025-12-22,CUST-1043,Consumer,Ergonomic Chair,Furniture  ,4,251.54,0.6576,SOUTH
TXN-10634,2025-03-02,CUST-1105,Home Office,UltraWide Monitor 34,  Technology ,7,0.0,0.7177,west
TXN-10635,2025/02/04,CUST-1033,Corporate,Wireless Mouse M2,Tech,7,24.55,0.404,east
TXN-10636,2025-01-17,CUST-1081,Consumer,Gel Pens (Pack of 12),Office Supplies,5,14.77,0.2986,west
TXN-10637,2025-10-03,CUST-1013,Consumer,Premium Notebook A5,OFFICE SUPPLIES,5,11.78,0.3453,EAST
TXN-10638,2025-01-30,CUST-1113,Home Office,Executive Wooden Desk,FURNITURE,3,471.97,0.5895,EAST
TXN-10639,2025-06-17,CUST-1008,Corporate,High-Speed USB-C Cable,Tech,8,18.86,0.2959,North
TXN-10640,2025-05-19,CUST-1044,Consumer,Gel Pens (Pack of 12),off_supplies,6,15.66,0.2998,West
TXN-10641,2025-01-11,CUST-1032,Consumer,UltraWide Monitor 34,Tech,6,414.13,0.7175,WEST
TXN-10642,2025-11-19,CUST-1116,Corporate,Ergonomic Chair,FURNITURE,8,246.77,0.6494,north
TXN-10643,,CUST-1066,Home Office,Standing Desk Frame,Furniture  ,4,287.01,0.602,NORTH
TXN-10644,06/03/2025,CUST-1021,Consumer,Executive Wooden Desk,Furniture,3,467.42,0.6014,east
TXN-10645,2025-03-24,CUST-1018,Consumer,Premium Notebook A5,OFFICE SUPPLIES,3,11.77,0.3496,West
TXN-10646,2025-01-31,CUST-1086,Home Office,Gel Pens (Pack of 12),OFFICE SUPPLIES,8,14.3,0.298,south
TXN-10647,08/04/2025,CUST-1149,Home Office,UltraWide Monitor 34,Tech,4,395.45,0.7213,South
TXN-10648,2025-05-11,CUST-1063,Corporate,Premium Notebook A5,Office supplies,7,11.76,0.3514,NORTH
TXN-10649,2025-03-04,CUST-1116,Corporate,Wireless Mouse M2,Technology,8,25.56,0.394,west
TXN-10650,2025/02/15,CUST-1005,Corporate,Standing Desk Frame,FURNITURE,9,290.28,0.5911,North
TXN-10651,2025-11-03,CUST-1074,Corporate,Premium Notebook A5,OFFICE SUPPLIES,9,11.67,0.3439,WEST
TXN-10539,2025-05-23,CUST-1009,Home Office,UltraWide Monitor 34,Tech,6,399.34,0.7326,South
TXN-10652,,CUST-1127,Corporate,High-Speed USB-C Cable,TECHNOLOGY,9,17.55,0.3008,WEST
TXN-10653,2025-12-05,CUST-1145,Home Office,Sticky Notes Pastel,off_supplies,10,8.1,0.2488,west
TXN-10654,2025-08-04,CUST-1150,Home Office,Executive Wooden Desk,Furniture,,437.72,0.5969,South
TXN-11281,2025-12-14,CUST-1115,Consumer,Sticky Notes Pastel,Office supplies,1,8.25,0.251,NORTH
TXN-10655,2025-09-28,CUST-1022,Corporate,UltraWide Monitor 34,Tech,10,418.85,0.7218,WEST
TXN-10656,2025-05-22,CUST-1085,Consumer,Wireless Mouse M2,Tech,4,25.89,0.4004,WEST
TXN-10657,2025/10/30,CUST-1051,Corporate,High-Speed USB-C Cable,TECHNOLOGY,6,18.24,0.2971,West
TXN-10658,2025/01/12,CUST-1006,Corporate,Gel Pens (Pack of 12),Office supplies,6,14.51,0.3048,South
TXN-10659,2025/09/27,CUST-1081,Consumer,Executive Wooden Desk,Furniture  ,4,449.05,0.6104,west
TXN-10660,2025-03-16,CUST-1104,Home Office,Pro Laptop 15,TECHNOLOGY,3,1208.37,0.7019,West
TXN-10661,2025-01-01,CUST-1092,Home Office,Ergonomic Chair,Furniture,2,238.29,0.6625,EAST
TXN-10662,2025-03-05,CUST-1141,Consumer,Wireless Mouse M2,TECHNOLOGY,5,25.33,0.4063,north
TXN-10663,2025-09-05,CUST-1097,Corporate,Pro Laptop 15,  Technology ,5,1160.21,0.7087,NORTH
TXN-10664,2025-01-01,CUST-1103,Home Office,Standing Desk Frame,furniture,3,300.42,0.5926,north
TXN-10665,2025/11/15,CUST-1149,Corporate,Wireless Mouse M2,  Technology ,9,25.33,0.3949,South
TXN-10666,2025-11-07,CUST-1112,Home Office,Premium Notebook A5,off_supplies,1,12.11,0.3443,east
TXN-10667,2025/04/16,CUST-1087,Home Office,Gel Pens (Pack of 12),Office supplies,5,15.23,0.3031,east
TXN-10668,2025-08-26,CUST-1007,Consumer,Ergonomic Chair,FURNITURE,6,242.89,0.648,north
TXN-10669,2025-09-23,CUST-1134,Corporate,Pro Laptop 15,  Technology ,3,1225.26,0.6892,West
TXN-10670,2025-12-09,CUST-1146,Corporate,Standing Desk Frame,FURNITURE,7,291.8,0.6073,north
TXN-10671,2025-03-28,CUST-1104,Home Office,Sticky Notes Pastel,OFFICE SUPPLIES,7,8.13,0.2485,north
TXN-10672,2025-11-30,CUST-1054,Consumer,Sticky Notes Pastel,off_supplies,2,8.32,0.2473,North
TXN-10673,INVALID_DATE,CUST-1091,Home Office,Sticky Notes Pastel,off_supplies,7,8.11,0.252,west
TXN-10674,2025-08-30,CUST-1121,Corporate,UltraWide Monitor 34,Technology,6,386.51,0.7283,South
TXN-10675,2025/09/06,CUST-1062,Corporate,Sticky Notes Pastel,Office supplies,,7.88,0.2514,North
TXN-10676,2025-05-05,CUST-1029,Corporate,Ergonomic Chair,Furniture  ,-2,252.96,0.644,EAST
TXN-10677,2025-07-08,CUST-1068,Home Office,UltraWide Monitor 34,TECHNOLOGY,7,415.31,0.7114,west
TXN-10678,2025-04-05,CUST-1144,Home Office,Smart Bluetooth Speaker,Technology,3,78.28,0.499,East
TXN-10579,2025-12-21,CUST-1044,Corporate,Gel Pens (Pack of 12),Office Supplies,2,15.15,0.2977,west
TXN-10096,2025-09-06,CUST-1118,Corporate,High-Speed USB-C Cable,TECHNOLOGY,-1,18.33,0.2961,WEST
TXN-10679,2025-05-26,CUST-1029,Consumer,High-Speed USB-C Cable,Technology,2,18.49,0.2999,west
TXN-10680,,CUST-1145,Corporate,Standing Desk Frame,Furniture  ,9,305.26,0.609,East
TXN-10681,2025-10-27,CUST-1004,Corporate,Wireless Mouse M2,  Technology ,8,25.76,0.3923,North
TXN-10682,2025/01/15,CUST-1013,Home Office,UltraWide Monitor 34,TECHNOLOGY,8,418.01,0.7072,East
TXN-10683,12/02/2025,CUST-1114,Corporate,High-Speed USB-C Cable,Tech,,17.71,0.3017,south
TXN-10684,2025-05-25,CUST-1050,Consumer,Ergonomic Chair,furniture,6,243.82,0.6526,SOUTH
TXN-10685,2025-09-25,CUST-1091,Consumer,Gel Pens (Pack of 12),Office supplies,5,15.54,0.2961,east
TXN-10686,2025-11-12,CUST-1023,Home Office,Executive Wooden Desk,Furniture,,454.18,0.6044,north
TXN-10618,2025-01-06,CUST-1056,Home Office,Premium Notebook A5,Office Supplies,2,12.07,0.3502,West
TXN-10687,INVALID_DATE,CUST-1082,Consumer,Wireless Mouse M2,  Technology ,3,24.88,0.4012,west
TXN-10688,2025-12-09,CUST-1113,Consumer,Premium Notebook A5,off_supplies,9,12.31,0.3496,west
TXN-10689,2025-07-08,CUST-1004,Consumer,Smart Bluetooth Speaker,Technology,4,78.52,0.4926,WEST
TXN-10690,2025-03-11,CUST-1117,Corporate,Ergonomic Chair,Furniture,6,240.24,0.6603,WEST
TXN-10691,2025-01-14,CUST-1070,Corporate,Executive Wooden Desk,furniture,10,0.0,0.607,west
TXN-10692,2025-06-07,CUST-1012,Home Office,UltraWide Monitor 34,  Technology ,10,418.08,0.7089,East
TXN-10693,2025-01-08,CUST-1069,Home Office,Ergonomic Chair,FURNITURE,9,248.31,0.6489,North
TXN-10694,2025-05-26,CUST-1090,Home Office,UltraWide Monitor 34,  Technology ,2,402.39,0.7194,North
TXN-10695,2025-03-11,CUST-1130,Home Office,Wireless Mouse M2,TECHNOLOGY,-3,24.35,0.3924,WEST
TXN-10696,19/02/2025,CUST-1041,Consumer,Ergonomic Chair,Furniture  ,7,240.1,0.6521,East
TXN-10697,2025-12-20,CUST-1020,Corporate,Ergonomic Chair,furniture,5,244.25,0.6572,North
TXN-10698,2025-05-30,CUST-1122,Consumer,Standing Desk Frame,Furniture  ,6,294.96,0.6009,north
TXN-10699,12/08/2025,CUST-1050,Home Office,High-Speed USB-C Cable,TECHNOLOGY,2,17.25,0.2967, East 
TXN-10700,2025-02-28,CUST-1074,Consumer,Gel Pens (Pack of 12),off_supplies,2,15.01,0.2941,North
TXN-10701,2025-08-24,CUST-1102,Corporate,High-Speed USB-C Cable,Technology,6,18.21,0.3026,north
TXN-10702,2025-02-16,CUST-1013,Corporate,Sticky Notes Pastel,off_supplies,4,0.0,0.2504, East 
TXN-10703,2025-06-17,CUST-1062,Consumer,UltraWide Monitor 34,  Technology ,2,380.17,0.7293,West
TXN-10704,2025-01-19,CUST-1019,Corporate,UltraWide Monitor 34,  Technology ,10,393.87,0.7174,NORTH
TXN-10705,15/11/2025,CUST-1146,Corporate,Sticky Notes Pastel,Office Supplies,9,7.86,0.2508,east
TXN-10706,2025-08-30,CUST-1018,Consumer,UltraWide Monitor 34,TECHNOLOGY,9,405.88,0.7192,WEST
TXN-10707,2025-11-21,CUST-1065,Corporate,Premium Notebook A5,Office Supplies,3,11.41,0.3496,SOUTH
TXN-10708,2025-01-19,CUST-1130,Home Office,Standing Desk Frame,Furniture,9,286.99,0.5894,SOUTH
TXN-10709,2025-06-03,CUST-1085,Corporate,Wireless Mouse M2,Technology,4,24.33,0.3973,East
TXN-10710,2025-12-17,CUST-1078,Consumer,Filing Cabinet 3-Drawer,FURNITURE,9,157.01,0.5394,South
TXN-10711,2025-09-30,CUST-1147,Consumer,Smart Bluetooth Speaker,  Technology ,5,81.69,0.5093,East
TXN-10712,2025/10/17,CUST-1102,Consumer,Executive Wooden Desk,Furniture,3,462.99,0.5951,NORTH
TXN-10713,2025-10-27,CUST-1122,Home Office,High-Speed USB-C Cable,TECHNOLOGY,6,18.28,0.3028,SOUTH
TXN-10714,2025-08-19,CUST-1041,Corporate,Pro Laptop 15,Technology,1,0.0,0.7107,WEST
TXN-10715,16/08/2025,CUST-1059,Home Office,Premium Notebook A5,Office supplies,7,11.59,0.3565,SOUTH
TXN-10716,2025-09-01,CUST-1074,Corporate,Filing Cabinet 3-Drawer,Furniture,3,144.04,0.5402,east
TXN-10717,28/12/2025,CUST-1104,Corporate,High-Speed USB-C Cable,TECHNOLOGY,2,18.44,0.3046,east
TXN-10718,2025/06/22,CUST-1137,Home Office,Filing Cabinet 3-Drawer,furniture,7,,0.545,EAST
TXN-10719,25/08/2025,CUST-1089,Home Office,High-Speed USB-C Cable,TECHNOLOGY,4,,0.3,east
TXN-10720,2025-07-22,CUST-1060,Corporate,Filing Cabinet 3-Drawer,FURNITURE,10,147.35,0.5592,east
TXN-10721,2025/06/03,CUST-1029,Corporate,Gel Pens (Pack of 12),OFFICE SUPPLIES,8,0.0,0.2944,West
TXN-10722,08/05/2025,CUST-1094,Home Office,Standing Desk Frame,Furniture  ,9,292.46,0.5884,South
TXN-10723,2025-01-01,CUST-1082,Corporate,Executive Wooden Desk,Furniture,5,454.93,0.593,north
TXN-10724,2025-02-24,CUST-1008,Corporate,Gel Pens (Pack of 12),Office supplies,10,14.27,0.3014,SOUTH
TXN-10725,2025-11-02,CUST-1122,Consumer,Executive Wooden Desk,Furniture,10,428.27,0.5979,EAST
TXN-10726,25/07/2025,CUST-1039,Consumer,Pro Laptop 15,Tech,3,0.0,0.6947,SOUTH
TXN-10727,17/05/2025,CUST-1121,Home Office,Sticky Notes Pastel,OFFICE SUPPLIES,10,7.95,0.2521,EAST
TXN-10728,2025-07-12,CUST-1016,Home Office,Pro Laptop 15,Technology,5,1157.56,0.7077,west
